Name,Source,Entry,Size,Type,Subtypes,Classify 1,Classify 2,Classify 3,Classify 4
Neh-Thalggu (Brain Collector),Epic Level Handbook + D&D v.3.5 Accessory Update,,Huge,Aberration,"Extraplanar, Incorporeal",Neh-Thalggu,(Epic),,
Paragon Mind Flayer,Epic Level Handbook + D&D v.3.5 Accessory Update,,Medium,Aberration,,Mind Flayer,Paragon,,
Thorciasid,Epic Level Handbook + D&D v.3.5 Accessory Update,,Medium,Aberration,,Thorciasid,,,
Vermiurge,Epic Level Handbook + D&D v.3.5 Accessory Update,,Large,Aberration,,Vermiurge,,,
"Aboleth, Psionic",Expanded Psionics Handbook,,Huge,Aberration,"Aquatic, Psionic",Aboleth,Psionic,,
Folugub,Expanded Psionics Handbook,,Medium,Aberration,,Folugub,,,
Intellect Devourer,Expanded Psionics Handbook,,Small,Aberration,"Evil, Psionic",Intellect Devourer,,,
"Mind Flyer, Psionic",Expanded Psionics Handbook,,Medium,Aberration,Psionic,Mind Flayer,Psionic,,
Neothelid,Expanded Psionics Handbook,,Gargantuan,Aberration,Psionic,Neothelid,,,
Temporal Filcher,Expanded Psionics Handbook,,Large,Aberration,Psionic,Temporal Filcher,,,
Thought Eater,Expanded Psionics Handbook,,Small,Aberration,Psionic,Thought Eater,,,
Thought Slayer,Expanded Psionics Handbook,,Huge,Aberration,Psionic,Thought Slayer,,,
Shapeless Spawn,Expedition to Castle Ravenloft,,Large,Aberration,,Shapeless Spawn,,,
Arcane Guard Corrupted by the Abyss,Expedition to the Demonweb Pits,,Medium,Aberration,Augmented Humanoid,Corrupted by the Abyss,Arcane Guard,,
"Beholderkin, Eyeball Swarm",Expedition to Undermountain,,Diminutive,Aberration,Swarm,Beholder,Eyeball,Swarm,
Psi-Hulk,Expedition to Undermountain,,Large,Aberration,,Umber Hulk,Psi-Hulk,,
Ahuizotl,Fiend Folio,,Large,Aberration,Aquatic,Ahuizotl,,,
Black Ethergaunt,Fiend Folio,,Medium,Aberration,Extraplanar,Ethergaunt,Black,,
Cerebral Hood,Fiend Folio,,Tiny,Aberration,Symbiont,Symbiont,Cerebral,Cerebral Hood,
Half-Illithid Lizardfolk,Fiend Folio,,Medium,Aberration,Reptilian,Half-Illithid,Lizardfolk,,
Mind Leech,Fiend Folio,,Fine,Aberration,Symbiont,Symbiont,Cerebral,Mind Leech,
Psionic Sinew,Fiend Folio,,Tiny,Aberration,Symbiont,Symbiont,Cerebral,Psionic Sinew,
Red Ethergaunt,Fiend Folio,,Medium,Aberration,Extraplanar,Ethergaunt,Red,,
Rukanyr,Fiend Folio,,Large,Aberration,,Rukanyr,,,
Skybleeder,Fiend Folio,,Huge,Aberration,,Skybleeder,,,
Slasrath,Fiend Folio,,Large,Aberration,Extraplanar,Slasrath,,,
Tunnel Terror,Fiend Folio,,Huge,Aberration,,Tunnel Terror,,,
White Ethergaunt,Fiend Folio,,Medium,Aberration,Extraplanar,Ethergaunt,White,,
Abyssal Ant Swarm,Fiend Folio + D&D v.3.5 Accessory Update,,Diminutive,Aberration,"Extraplanar, Swarm",Ant,Abyssal,Swarm,
Darkweaver,Fiend Folio + D&D v.3.5 Accessory Update,,Medium,Aberration,Extraplanar,Darkweaver,,,
Maulgoth,Fiend Folio + D&D v.3.5 Accessory Update,,Huge,Aberration,Earth,Maulgoth,,,
Ocularon,Fiend Folio + D&D v.3.5 Accessory Update,,Large,Aberration,,Ocularon,,,
Phiuhl,Fiend Folio + D&D v.3.5 Accessory Update,,Large,Aberration,Extraplanar,Phiuhl,,,
Spectral Lurker,Fiend Folio + D&D v.3.5 Accessory Update,,Huge,Aberration,Incorporeal,Spectral Lurker,,,
Yuan-Ti Anathema,Fiend Folio + D&D v.3.5 Accessory Update,,Huge,Aberration,,Yuan-Ti,Anathema,,
Enslaver,Frilond Campaign,,Diminutive,Aberration,,Enslaver,,,
Ralkan,Frilond Campaign,,Medium,Aberration,,Ralkan,,,
Ralkan Personal Carrier,Frilond Campaign,,Large,Aberration,,Ralkan,Personal Carrier,,
Ralkan Tripod,Frilond Campaign,,Gargantuan,Aberration,,Ralkan,Tripod,,
Chilblain,Frostburn,,Large,Aberration,Cold,Chilblain,,,
Malasynep,Frostburn,,Huge,Aberration,"Aquatic, Cold",Malasynep,,,
Malasynep Mindmage,Frostburn,,Huge,Aberration,"Aquatic, Cold",Malasynep,Mindmage,,
Shivhad,Frostburn,,Gargantuan,Aberration,Cold,Shivhad,,,
Snowcloak,Frostburn,,Large,Aberration,Cold,Snowcloak,,,
Ghosteater,Ghostwalk + Ghostwalk Update for D&D v.3.5,,Medium,Aberration,Incorporeal,Ghosteater,,,
Boneleaf,Heroes of Horror,,Large,Aberration,,Boneleaf,,,
Corruption Eater,Heroes of Horror,,Medium,Aberration,,Corruption Eater,,,
Scorrow,Jungle Secrets,,Large,Aberration,,Scorrow,,,
Bvanen Tribe Leader,Life-Shaping Handbook,,Medium,Aberration,Psionic,Bvanen,Tribe Leader,,
Corundum Sink Worm,Life-Shaping Handbook,,Small,Aberration,,Corundum Sink Worm,Small,,
Swamp-Touched Crodlu,Life-Shaping Handbook,,Large,Aberration,,Swamp-Touched,Crodlu,,
Swamp-Touched Feylaar,Life-Shaping Handbook,,Large,Aberration,Psionic,Swamp-Touched,Feylaar,,
Swamp-Touched Pterran Warrior,Life-Shaping Handbook,,Medium,Aberration,"Psionic, Reptilian",Swamp-Touched,Pterran Warrior,,
Neogi,Lords of Madness: The Book of Aberrations,,Small,Aberration,,Neogi,Adult,,
Amphibious Aboleth,Lords of Madness: The Book of Aberrations,,Huge,Aberration,,Aboleth,Amphibious,,
Average Psurlon,Lords of Madness: The Book of Aberrations,,Medium,Aberration,,Psurlon,Average,,
"Average Psurlon, Psionic",Lords of Madness: The Book of Aberrations,,Medium,Aberration,,Psurlon,Average,Psionic,
"Beholderkin, Death Kiss",Lords of Madness: The Book of Aberrations,,Large,Aberration,,Beholder,Death Kiss,,
"Beholderkin, Director",Lords of Madness: The Book of Aberrations,,Large,Aberration,,Beholder,Director,,
"Beholderkin, Eye of the Deep",Lords of Madness: The Book of Aberrations,,Large,Aberration,Aquatic,Beholder,Eye of the Deep,,
"Beholderkin, Eyeball",Lords of Madness: The Book of Aberrations,,Tiny,Aberration,,Beholder,Eyeball,,
"Beholderkin, Gauth",Lords of Madness: The Book of Aberrations,,Medium,Aberration,,Beholder,Gauth,,
"Beholderkin, Gouger",Lords of Madness: The Book of Aberrations,,Large,Aberration,,Beholder,Gouger,,
"Beholderkin, Hive Mother",Lords of Madness: The Book of Aberrations,,Huge,Aberration,,Beholder,Hive Mother,,
"Beholderkin, Overseer",Lords of Madness: The Book of Aberrations,,Large,Aberration,,Beholder,Overseer,,
"Beholderkin, Spectator",Lords of Madness: The Book of Aberrations,,Medium,Aberration,Extraplanar,Beholder,Spectator,,
Cildabrin,Lords of Madness: The Book of Aberrations,,Large,Aberration,,Cildabrin,,,
"Cloaker, Shadowcloak Elder",Lords of Madness: The Book of Aberrations,,Huge,Aberration,Extraplanar,Cloaker,Shadowcloak Elder,,
Dwarf Neogi,Lords of Madness: The Book of Aberrations,,Tiny,Aberration,,Neogi,Dwarf,,
Elder Brain,Lords of Madness: The Book of Aberrations,,Large,Aberration,,Mind Flayer,Elder Brain,,
Elder Orb,Lords of Madness: The Book of Aberrations,,,Aberration,,Beholder,Elder Orb,,
Elder Psurlon,Lords of Madness: The Book of Aberrations,,Medium,Aberration,,Psurlon,Elder,,
"Elder Psurlon, Psionic",Lords of Madness: The Book of Aberrations,,Medium,Aberration,,Psurlon,Elder,Psionic,
Giant Psurlon,Lords of Madness: The Book of Aberrations,,Large,Aberration,,Psurlon,Giant,,
"Giant Psurlon, Psionic",Lords of Madness: The Book of Aberrations,,Large,Aberration,,Psurlon,Giant,Psionic,
Gibbering Mouther,Lords of Madness: The Book of Aberrations,,Medium,Aberration,,Gibbering Beast,Gibbering Mouther,,
Great Old Master,Lords of Madness: The Book of Aberrations,,Huge,Aberration,,Neogi,Great Old Master,,
Grell,Lords of Madness: The Book of Aberrations,,Medium,Aberration,,Grell,,,
Grell Hatchling,Lords of Madness: The Book of Aberrations,,Tiny,Aberration,,Grell,Hatchling,,
Grell Juvenile,Lords of Madness: The Book of Aberrations,,Small,Aberration,,Grell,Juvenile,,
Grell Patriarch,Lords of Madness: The Book of Aberrations,,Large,Aberration,,Grell,Patriarch,,
Grell Philosopher,Lords of Madness: The Book of Aberrations,,Medium,Aberration,,Grell,Philosopher,,
Hive Mother,Lords of Madness: The Book of Aberrations,,Huge,Aberration,,Beholder,Hive Mother,,
Hound of the Gloom,Lords of Madness: The Book of Aberrations,,Large,Aberration,,Hound of the Gloom,,,
Illithid Sorcerer,Lords of Madness: The Book of Aberrations,,Medium,Aberration,,Mind Flayer,Sorcerer,,
"Illithidae, Embrac",Lords of Madness: The Book of Aberrations,,Large,Aberration,,Illithidae,Embrac,,
"Illithidae, Kigrid",Lords of Madness: The Book of Aberrations,,Medium,Aberration,,Illithidae,Kigrid,,
"Illithidae, Saltor",Lords of Madness: The Book of Aberrations,,Small,Aberration,,Illithidae,Saltor,,
"Mind Flayer, Ulitharid",Lords of Madness: The Book of Aberrations,,Large,Aberration,,Mind Flayer,Ulitharid,,
Neogi Defiler,Lords of Madness: The Book of Aberrations,,Small,Aberration,,Neogi,Defiler,,
Neogi Slavemaster,Lords of Madness: The Book of Aberrations,,Small,Aberration,,Neogi,Slavemaster,,
Neogi Sorcerer,Lords of Madness: The Book of Aberrations,,Small,Aberration,,Neogi,Sorcerer,,
Neogi Spawn,Lords of Madness: The Book of Aberrations,,Tiny,Aberration,,Neogi,Spawn,,
Psionic Elder Brain,Lords of Madness: The Book of Aberrations,,Large,Aberration,,Mind Flayer,Elder Brain,Psionic,
Shadow Choker,Lords of Madness: The Book of Aberrations,,Small,Aberration,Extraplanar,Shadow,Choker,,
Silthilar,Lords of Madness: The Book of Aberrations,,Fine,Aberration,"Shapechanger, Swarm",Silthilar,,,
Stygian Aboleth,Lords of Madness: The Book of Aberrations,,Huge,Aberration,,Aboleth,Stygian,,
Tsochar,Lords of Madness: The Book of Aberrations,,Small,Aberration,Shapechanger,Tsochar,,,
Tsochar Noble,Lords of Madness: The Book of Aberrations,,Small,Aberration,Shapechanger,Tsochar,Noble,,
Tsochar Strand,Lords of Madness: The Book of Aberrations,,Tiny,Aberration,,Tsochar,Strand,,
Ulitharid,Lords of Madness: The Book of Aberrations,,Large,Aberration,,Mind Flayer,Ulitharid,,
Uobilyth (Aerial Aboleth),Lords of Madness: The Book of Aberrations,,Huge,Aberration,,Aboleth,Uobilyth,,
Urophion,Lords of Madness: The Book of Aberrations,,Large,Aberration,,Roper,Urophion,,
Zeugalak,Lords of Madness: The Book of Aberrations,,Huge,Aberration,,Zeugalak,,,
Deepspawn,Lost Empires of Faerûn,,Huge,Aberration,,Deepspawn,,,
Foulwing,Lost Empires of Faerûn,,Huge,Aberration,,Foulwing,,,
Ixzan,Lost Empires of Faerûn,,Medium,Aberration,Aquatic,Ixitxachtil,Ixzan,,
Phaerimm,Lost Empires of Faerûn,,Large,Aberration,,Phaerimm,Adult,,
"Phaerimm, Elder",Lost Empires of Faerûn,,Large,Aberration,,Phaerimm,Elder,,
"Phaerimm, Hatchling",Lost Empires of Faerûn,,Tiny,Aberration,,Phaerimm,Hatchling,,
"Phaerimm, Revered Elder",Lost Empires of Faerûn,,Huge,Aberration,,Phaerimm,Revered Elder,,
Phaerimm Adult,Lost Empires of Faerûn,,Medium,Aberration,,Phaerimm, Adult,,
Daelkyr Half-Blood,Magic of Eberron,,Medium,Aberration,,Daelkyr,Half-Blood,,
Dolghast,Magic of Eberron,,Medium,Aberration,,Dolghast,,,
"Symbiont, Breed Leech",Magic of Eberron,,Tiny,Aberration,Symbiont,Symbiont,Breed Leech,,
"Symbiont, Crawling Gauntlet",Magic of Eberron,,Tiny,Aberration,Symbiont,Symbiont,Crawling Gauntlet,,
"Symbiont, Shadow Sibling",Magic of Eberron,,Medium,Aberration,"Symbiont, Incorporeal",Symbiont,Shadow Sibling,,
"Symbiont, Spellwurm",Magic of Eberron,,Tiny,Aberration,Symbiont,Symbiont,Spellwurm,,
"Symbiont, Stormstalk",Magic of Eberron,,Tiny,Aberration,Symbiont,Symbiont,Stormstalk,,
"Symbiont, Throwing Scarab",Magic of Eberron,,Fine,Aberration,Symbiont,Symbiont,Throwing Scarab,,
"Symbiont, Winter Cyst",Magic of Eberron,,Tiny,Aberration,Symbiont,Symbiont,Winter Cyst,,
Basilisk,Manual of Monsters,,Huge,Aberration,,Basilisk,Azeroth,,
Dire Gargoyle,Manual of Monsters,,Medium,Aberration,"Cold, Monstrous Scourge",Gargoyle,Dire,,
Mur'gul,Manual of Monsters,,Medium,Aberration,,Mur'gul,,,
Murloc,Manual of Monsters,,Medium,Aberration,,Murloc,,,
Nerubian,Manual of Monsters,,Large,Aberration,,Nerubian,,,
Nerubian Queen,Manual of Monsters,,,Aberration,,Nerubian,Queen,,
Nerubian Seer,Manual of Monsters,,Large,Aberration,,Nerubian,Seer,,
Nerubian Spiderlord,Manual of Monsters,,,Aberration,,Nerubian,Spiderlord,,
Nerubian Warrior,Manual of Monsters,,Large,Aberration,,Nerubian,Warrior,,
Nerubian Webspinner,Manual of Monsters,,Large,Aberration,,Nerubian,Webspinner,,
Anarchic Athach,Manual of the Planes + D&D v.3.5 Accessory Update,,Huge,Aberration,,Athach,Anarchic,,
Horla,Masque of the Red Death,,Medium,Aberration,,Horla,,,
Bright Naga,Miniatures Handbook,,Large,Aberration,,Naga,Bright,,
Mad Slasher,Miniatures Handbook,,Medium,Aberration,,Mad Slasher,,,
Nothic,Miniatures Handbook,,Medium,Aberration,,Nothic,,,
Spark Lasher,Miniatures Handbook,,Medium,Aberration,,Spark Lasher,,,
Aboleth,Monster Manual (Special Edition),,Huge,Aberration,Aquatic,Aboleth,,,
Aboleth Mage,Monster Manual (Special Edition),,Huge,Aberration,Aquatic,Aboleth,Mage,,
Athach,Monster Manual (Special Edition),,Huge,Aberration,,Athach,,,
Carrion Crawler,Monster Manual (Special Edition),,Large,Aberration,,Carrion Crawler,,,
Choker,Monster Manual (Special Edition),,Small,Aberration,,Choker,,,
Chuul,Monster Manual (Special Edition),,Large,Aberration,Aquatic,Chuul,,,
Cloaker,Monster Manual (Special Edition),,Large,Aberration,,Cloaker,,,
Dark Naga,Monster Manual (Special Edition),,Large,Aberration,,Naga,Dark,,
Delver,Monster Manual (Special Edition),,Huge,Aberration,,Delver,,,
Destrachan,Monster Manual (Special Edition),,Large,Aberration,,Destrachan,,,
Drider,Monster Manual (Special Edition),,Large,Aberration,,Drider,,,
Ethereal Filcher,Monster Manual (Special Edition),,Medium,Aberration,,Ethereal Filcher,,,
Ettercap,Monster Manual (Special Edition),,Medium,Aberration,,Ettercap,,,
Gauth,Monster Manual (Special Edition),,Medium,Aberration,,Beholder,Gauth,,
Grick,Monster Manual (Special Edition),,Medium,Aberration,,Grick,,,
Guardian Naga,Monster Manual (Special Edition),,Large,Aberration,,Naga,Guardian,,
Mimic,Monster Manual (Special Edition),,Large,Aberration,Shapechanger,Mimic,,,
Mind Flayer,Monster Manual (Special Edition),,Medium,Aberration,,Mind Flayer,,,
Mind Flayer Sorcerer,Monster Manual (Special Edition),,Medium,Aberration,,Mind Flayer,Sorcerer,,
Otyugh,Monster Manual (Special Edition),,Large,Aberration,,Otyugh,,,
Phasm,Monster Manual (Special Edition),,Medium,Aberration,Shapechanger,Phasm,,,
Rust Monster,Monster Manual (Special Edition),,Medium,Aberration,,Rust Monster,,,
Skum,Monster Manual (Special Edition),,Medium,Aberration,Aquatic,Skum,,,
Spirit Naga,Monster Manual (Special Edition),,Large,Aberration,,Naga,Spirit,,
Truly Horrid Umber Hulk,Monster Manual (Special Edition),,Huge,Aberration,,Umber Hulk,Truly Horrid,,
Umber Hulk,Monster Manual (Special Edition),,Large,Aberration,,Umber Hulk,,,
Water Naga,Monster Manual (Special Edition),,Large,Aberration,Aquatic,Naga,Water,,
Average Ixitxachitl,Monster Manual II + D&D v.3.5 Accessory Update,,Small,Aberration,Aquatic,Ixitxachitl,,,
Avolakia,Monster Manual II + D&D v.3.5 Accessory Update,,Large,Aberration,Shapechanger,Avolakia,,,
Catoblepas,Monster Manual II + D&D v.3.5 Accessory Update,,Huge,Aberration,,Catoblepas,,,
Darktentacles,Monster Manual II + D&D v.3.5 Accessory Update,,Large,Aberration,,Darktentacles,,,
Fihyr,Monster Manual II + D&D v.3.5 Accessory Update,,Small,Aberration,,Fihyr,,,
Great Fihyr,Monster Manual II + D&D v.3.5 Accessory Update,,Medium,Aberration,,Fihyr,Great,,
Hook Horror,Monster Manual II + D&D v.3.5 Accessory Update,,Large,Aberration,,Hook Horror,,,
Julaijmus,Monster Manual II + D&D v.3.5 Accessory Update,,Huge,Aberration,,Julaijmus,,,
Meenlock,Monster Manual II + D&D v.3.5 Accessory Update,,Tiny,Aberration,,Meenlock,,,
Moonbeast,Monster Manual II + D&D v.3.5 Accessory Update,,Huge,Aberration,,Moonbeast,,,
Morkoth,Monster Manual II + D&D v.3.5 Accessory Update,,Medium,Aberration,Aquatic,Morkoth,,,
Vampiric Ixitxachitl,Monster Manual II + D&D v.3.5 Accessory Update,,Small,Aberration,Aquatic,Ixitxachitl,Vampiric,,
Windghost,Monster Manual II + D&D v.3.5 Accessory Update,,Huge,Aberration,,Windghost,,,
Wyste,Monster Manual II + D&D v.3.5 Accessory Update,,Huge,Aberration,,Wyste,,,
Dread Harpoon Spider,Monster Manual III,,Huge,Aberration,,Spider,Harpoon,Dread,
Elder Odopi,Monster Manual III,,Gargantuan,Aberration,"Chaotic, Evil, Extraplanar",Odopi,Elder,,
Greater Seryulin,Monster Manual III,,Huge,Aberration,Aquatic,Seryulin,Greater,,
Harpoon Spider,Monster Manual III,,Large,Aberration,,Spider,Harpoon,,
Lurking Strangler,Monster Manual III,,Tiny,Aberration,,Lurking Strangler,,,
Mindshredder Larva,Monster Manual III,,Small,Aberration,,Mindshredder,Larva,,
Mindshredder Warrior,Monster Manual III,,Large,Aberration,,Mindshredder,Warrior,,
Mindshredder Zenthal,Monster Manual III,,Medium,Aberration,,Mindshredder,Zenthal,,
Odopi,Monster Manual III,,Huge,Aberration,"Chaotic, Evil, Extraplanar",Odopi,,,
"Otyugh, Lifeleech",Monster Manual III,,Large,Aberration,,Otyugh,Lifeleech,,
Quaraphon,Monster Manual III,,Large,Aberration,,Quaraphon,,,
Quaraphon Bully,Monster Manual III,,Large,Aberration,,Quaraphon,Bully,,
"Roper, Prismatic",Monster Manual III,,Large,Aberration,,Roper,Prismatic,,
Rot Reaver,Monster Manual III,,Medium,Aberration,,Rot Reaver,,,
"Rot Reaver, Necrothane",Monster Manual III,,Medium,Aberration,,Rot Reaver,Necrothane,,
Runehound,Monster Manual III,,Medium,Aberration,,Runehound,,,
Seryulin,Monster Manual III,,Large,Aberration,Aquatic,Seryulin,,,
"Shrieking Terror, Five-Headed Terror",Monster Manual III,,Medium,Aberration,Extraplanar,Shrieking Terror,Five-Headed Terror,,
"Shrieking Terror, Ten-Headed Terror",Monster Manual III,,Large,Aberration,Extraplanar,Shrieking Terror,Ten-Headed Terror,,
Spellwarped Ettin,Monster Manual III,,Large,Aberration,Augmented Giant,Spellwarped,Ettin,,
Stonesinger,Monster Manual III,,Large,Aberration,Earth,Stonesinger,,,
Susurrus,Monster Manual III,,Large,Aberration,,Susurrus,,,
Balhannoth,Monster Manual IV,,Large,Aberration,,Balhannoth,,,
Howler Wasp,Monster Manual IV,,Small,Aberration,,Howler Wasp,,,
Howler Wasp Queen,Monster Manual IV,,Large,Aberration,,Howler Wasp,Queen,,
Lodestone Marauder,Monster Manual IV,,Large,Aberration,,Lodestone Marauder,,,
Mageripper Swarm,Monster Manual IV,,Tiny,Aberration,Swarm,Mageripper,Swarm,,
"Zern Experiments, Zern Arcanovore",Monster Manual IV,,Small,Aberration,,Zern Experiment,Zern Arcanovore,,
Ethereal Defiler,Monster Manual V,,Large,Aberration,Extraplanar,Ethereal Defiler,,,
Madcrafter of Thoon,Monster Manual V,,Huge,Aberration,,Mind Flayer,Thoon,Madcrafter,
Shadow Flayer,Monster Manual V,,Medium,Aberration,,Mind Flayer,Thoon,Shadow Flayer,
Spirrax,Monster Manual V,,Gargantuan,Aberration,Extraplanar,Spirrax,,,
Thoon Disciple,Monster Manual V,,Medium,Aberration,,Mind Flayer,Thoon,Disciple,
Thoon Elder Brain,Monster Manual V,,Large,Aberration,,Mind Flayer,Thoon,Elder Brain,
Vivisector,Monster Manual V,,Medium,Aberration,,Vivisector,,,
Choldrith,Monsters of Faerûn,,Large,Aberration,,Chitine,Choldrith,,
Cloaker Lord,Monsters of Faerûn,,Huge,Aberration,,Cloaker,Lord,,
Ghaunadan,Monsters of Faerûn,,Medium,Aberration,Shapechanger,Ghaunadan,,,
Gulguthydra,Monsters of Faerûn,,Huge,Aberration,,Gulguthydra,,,
Nyth,Monsters of Faerûn,,Small,Aberration,,Nyth,,,
Tall Mouther,Monsters of Faerûn,,Large,Aberration,,Tall Mouther,,,
Rastipede,Monsters of the Void,,Medium,Aberration,,Rastipede,,,
Dokufu,Oriental Adventures + Dragon #318,,Huge,Aberration,"Shadowlands, Shapechanger",Dokufu,,,
Mamono,Oriental Adventures + Dragon #318,,Medium,Aberration,"Shadowlands, Shapechanger",Mamono,,,
Tako,Oriental Adventures + Dragon #318,,Medium,Aberration,Aquatic,Tako,,,
Dharculus,Planar Handbook,,Medium,Aberration,Extraplanar,Dharculus,,,
Chulcrix,"Price of Courage: Age of Mortals Campaign, Volume III",,Colossal,Aberration,Extraplanar,Chulcrix,,,
Cursed Cold One (Gelun),Sandstorm: Mastering the Perils of Fire and Sand,,Medium,Aberration,,Gelun,,,
Dustblight,Sandstorm: Mastering the Perils of Fire and Sand,,Medium,Aberration,,Dustblight,,,
Essence Reaver,Secrets of Sarlona,,Large,Aberration,,Essence Reaver,,,
Clawborn Scorrow,Secrets of Xen'drik,,Large,Aberration,,Scorrow,Clawborn,,
Tentacle Spider,Secrets of Xen'drik,,Medium,Aberration,,Spider,Tentacle,,
Yuan-Ti Wretchling,Secrets of Xen'drik,,Medium,Aberration,,Yuan-Ti,Wretchling,,
Banelar Naga,Serpent Kingdoms,,Huge,Aberration,,Naga,Banelar,,
Faerûnian Ha-Naga,Serpent Kingdoms,,Colossal,Aberration,,Naga,Ha-Naga,Faerûnian,
Iridescent Naga,Serpent Kingdoms,,Large,Aberration,,Naga,Iridescent,,
Nagahydra,Serpent Kingdoms,,Huge,Aberration,,Nagahydra,,,
Corrupted Dryad,Shadows & Light,,Medium,Aberration,,Corrupted,Dryad,,
Roach Thrall,Sharn: City of Towers,,Medium,Aberration,,Roach Thrall,,,
Fal,Spelljammer: Beyond the Moons,,Huge,Aberration,,Falmadaraatha,,,
Orbus,Spelljammer: Beyond the Moons,,Medium,Aberration,,Beholder,Orbus,,
Primary Marauder,Spelljammer: Beyond the Moons,,Colossal,Aberration,,Witchlight Marauder,Primary,,
Secondary Marauder,Spelljammer: Beyond the Moons,,Huge,Aberration,,Witchlight Marauder,Secondary,,
Space Marauder,Spelljammer: Beyond the Moons,,Colossal,Aberration,,Witchlight Marauder,Space,,
"Space Marauder, Remote Feeder",Spelljammer: Beyond the Moons,,Colossal,Aberration,Wildspace,Witchlight Marauder,Remote,,
Tertiary Marauder,Spelljammer: Beyond the Moons,,Medium,Aberration,,Witchlight Marauder,Tertiary,,
Xixchil,Spelljammer: Beyond the Moons,,Medium,Aberration,,Thri-Kreen,Xixchil,,
Anguillian,Stormwrack: Mastering the Perils of Wind and Wave,,Medium,Aberration,Aquatic,Anguillian,,,
