Name,Source,Size,Type,Subtypes,Environment,CR,Classify 1,Classify 2,Classify 3,Classify 4
"Chimera, Undead",Creature Catalogue,,Undead,,,8,Chimera,Undead,,
Chimeric Ankheg,Monster Manual II,Large,Magical Beast,,"Temperate and warm forest, plains, and underground",9,Chimeric,Ankheg,,
Chimeric Creature,Monster Manual II,,Template,,Any land or underground,2,Chimeric,,,
Chipmunk,Dragon #277,Diminutive,Animal,,,,Chipmunk,,,
Chitine,Monsters of Faerûn,Small,Monstrous Humanoid,,Underground,1,Chitine,,,
Chizaro No Oni,Creatures of Rokugan,Large,Outsider,"Oni, Shadowlands",Shadowlands,10,Chizaro No Oni,,,
Choke Creeper,Creature Catalogue,Colossal,Plant,,Temperate forest,18,Choke Creeper,,,
Choker,Monster Manual,Small,Aberration,,Any underground,2,Choker,,,
Choldrith,Monsters of Faerûn,Large,Aberration,,Underground,4,Chitine,Choldrith,,
Chosen of Bane,Faiths and Pantheons,,Template,,,4,Chosen of Bane,,,
Chosen of Deneir,Chosen of Deneir,,Template,,,4,Chosen of Deneir,,,
Chosen of Kostchtchie,Dungeon #89,Large,Outsider,Cold,,12,Half-Fiend,Half-Frost Giant,Chosen of Kostchtchie,
Chosen One,Monsters of Faerûn,Medium,Monstrous Humanoid,,Any land,2,Chosen One,,,
Chourst - Slaad Lord of Randomness,Creature Catalogue,Huge,Outsider,Chaotic,Any land and underground,30,Slaad,Lord,Chourst,
Chronotyryn,Fiend Folio,Large,Magical Beast,Extraplanar,Any land and underground (Acheron),19,Chronotyryn,,,
Chu-u,Oriental Adventures,,Undead,Spirit,,,Chu-u,,,
Chuul,Monster Manual,Large,Aberration,,"Temperate and warm forest, marsh, and underground",7,Chuul,,,
Chwidencha,Fiend Folio,Large,Aberration,,Any underground,9,Shunned,Chwidencha,,
Cifal,Creature Catalogue,Medium,Vermin,,Any land,3,Cifal,,,
Cildabrin,"Bestiary of the Realms, Volume 1",Large,Magical beast,,Underground,7,Cildabrin,,,
Cinciut (Red Caps),Polyhedron #147,Medium,Fey,,Temperate and warm land,3,Cinciut,,,
Cinnabar Red Chanterelle,Garden of the Plantmaster,Small,Plant,,Temperate and warm forest,1/10,Cinnabar Red Chanterelle,,,
Ciruja Plant,Dragon #276,Small,Plant,,Temperate mountains (Wormcrawl Fissure depths),3,Ciruja Plant,,,
"Clam, Giant",Creature Catalogue,Large,Vermin,,Any warm aquatic,2,Clam,Giant,,
Clapodee,Garden of the Plantmaster,Large,Magical Beast,,"Temperate and warm forest, hills or plains",4,Clapodee,,,
Claw Viper,Diablo II: Diablerie,Large,Monstrous Humanoid,,,3,Claw Viper,,,
"Claw Viper, Pit Viper",Diablo II: Diablerie,Large,Monstrous Humanoid,,,5,Claw Viper,Pit Viper,,
"Claw Viper, Salamander",Diablo II: Diablerie,Large,Monstrous Humanoid,,,4,Claw Viper,Salamander,,
"Claw Viper, Serpent Magus",Diablo II: Diablerie,Large,Monstrous Humanoid,,,6,Claw Viper,Serpent Magus,,
"Claw Viper, Tomb Viper",Diablo II: Diablerie,Large,Monstrous Humanoid,,,2,Claw Viper,Tomb Viper,,
Clay Golem,Monster Manual,Large,Construct,,Any land and underground,10,Golem,Clay,,
Clay Half-Golem,Monster Manual II,Medium,Construct,,Any land and underground,4,Half-Golem,Clay,,
Clay Mummy,Dragon #300,,,,,,Mummy,Clay,,
Climbdog,Arms and Equipment Guide,Small,Animal,,Any hill or mountain,1,Dog,Climbdog,,
Cloaked Ape,Monster Manual II,Medium,Magical Beast,,Warm forest,2,Cloaked Ape,,,
Cloaker,Monster Manual,Large,Aberration,,Underground,5,Cloaker,,,
Cloaker Lord,Monsters of Faerûn,Huge,Aberration,,Underground,7,Cloaker,Lord,,
"Cloaker, Resplendent",Denizens of Darkness,Large,Aberration,,Underground,5,Cloaker,Resplendent,,
"Cloaker, Shadow",Denizens of Darkness,Large,Aberration,,Underground,5,Cloaker,Shadow,,
"Cloaker, Undead",Denizens of Darkness,Large,Undead,,Underground,5,Cloaker,Undead,,
"Clockwork Horror, Adamantine",Creature Catalogue,Small,Construct,,Any land and underground,8,Clockwork Horror,Adamantine,,
"Clockwork Horror, Copper",Creature Catalogue,Small,Construct,,Any land and underground,1,Clockwork Horror,Copper,,
"Clockwork Horror, Electrum",Creature Catalogue,Small,Construct,,Any land and underground,2,Clockwork Horror,Electrum,,
"Clockwork Horror, Gold",Creature Catalogue,Small,Construct,,Any land and underground,5,Clockwork Horror,Gold,,
"Clockwork Horror, Platinum",Creature Catalogue,Small,Construct,,Any land and underground,7,Clockwork Horror,Platinum,,
"Clockwork Horror, Silver",Creature Catalogue,Small,Construct,,Any land and underground,2,Clockwork Horror,Silver,,
Cloud Dragon,Creature Catalogue,Huge,Dragon,Air,Temperate and warm mountains,14,Dragon,Cloud,Adult,
"Cloud Dragon, Ancient",Creature Catalogue,Colossal,Dragon,Air,Temperate and warm mountains,22,Dragon,Cloud,Ancient,
"Cloud Dragon, Great Wyrm",Creature Catalogue,Colossal,Dragon,Air,Temperate and warm mountains,25,Dragon,Cloud,Great Wyrm,
"Cloud Dragon, Juvenile",Creature Catalogue,Huge,Dragon,Air,Temperate and warm mountains,9,Dragon,Cloud,Juvenile,
"Cloud Dragon,  Adult",Creature Catalogue,Gargantuan,Dragon,Air,Temperate and warm mountains,17,Dragon,Cloud, Adult,
"Cloud Dragon, Old",Creature Catalogue,Gargantuan,Dragon,Air,Temperate and warm mountains,19,Dragon,Cloud,Old,
"Cloud Dragon, Very Old",Creature Catalogue,Gargantuan,Dragon,Air,Temperate and warm mountains,20,Dragon,Cloud,Very Old,
"Cloud Dragon, Very ",Creature Catalogue,Large,Dragon,Air,Temperate and warm mountains,4,Dragon,Cloud,Very ,
"Cloud Dragon, Wyrm",Creature Catalogue,Colossal,Dragon,Air,Temperate and warm mountains,23,Dragon,Cloud,Wyrm,
"Cloud Dragon, Wyrmling",Creature Catalogue,Large,Dragon,Air,Temperate and warm mountains,3,Dragon,Cloud,Wyrmling,
"Cloud Dragon, ",Creature Catalogue,Large,Dragon,Air,Temperate and warm mountains,6,Dragon,Cloud,,
"Cloud Dragon,  Adult",Creature Catalogue,Huge,Dragon,Air,Temperate and warm mountains,12,Dragon,Cloud, Adult,
Cloud Giant,Monster Manual,Huge,Giant,Air,Temperate and warm mountains,11,Giant,Cloud,,
Cloud Ray,Monster Manual II,Colossal,Magical Beast,,"Temperate and warm deserts, plains, marsh, and hills",16,Cloud Ray,,,
Cloud Wolf,Dragon #293,Medium,Magical Beast,Air,Any land,6,Wolf,Cloud,,
Clubnek,Creature Catalogue,Medium,Beast,,Temperate forest and plaints,1,Clubnek,,,
Coal Devil,Dragon #306,Large,Outsider,"Evil, Fire, Lawful",Any land and underground,7,Devil,Hellforged,Coal,
Coal Golem,Coal Golem,Large,Construct,,Any land,10,Golem,Coal,,
Cockatrice,Monster Manual,Small,Magical Beast,,Any temperate and warm land and underground,3,Cockatrice,,,
Coelenite Colony,Inzeladun Third Edition: Al Qadim Monsters,Medium,Vermin,,Coral lagoon,1,Coelenite,,,
Coffer Corpse,Creature Catalogue,Medium,Undead,,Any land and underground,3,Coffer Corpse,,,
Coffin Guardian,Deathright,Tiny,Construct,,,4,Coffin Guardian,,,
Coggle,Modrons (A Manual of the Planes Web Enhancement,,,,Clockwork Nirvana of Mechanus,,Coggle,,,
Coin Dragon,Dragon Annual #5,Medium,Construct,,,4,Dragon,Oerth,Coin,
Cold Element Creature,Manual of the Planes,,Template,Cold,Any land and underground,,Element,Cold,,
"Cold Element Shambling Mound (""Tundra Shambler"")",Manual of the Planes,Large,Elemental,Cold,Any land and underground,8,Element,Cold,Shambling Mound,
Colossal Skeleton,Monster Manual,Colossal,Undead,,Any land and underground,9,Skeleton,Colossal,,
Colossal Zombie,Monster Manual,Colossal,Undead,,Any land and underground,12,Zombie,Colossal,,
Colossus,Creature Catalogue,Gargantuan,Giant,,Any land,20,Colossus,,,
Coltpixie,Vaults of Pandius,Medium,Fey,,Any Fey realms,1,Coltpixy,,,
Comet Steed,Monsters of the Void,Large,Magical Beast,Wildspace,Any wildspace,3,Comet Steed,,,
Common Half-Elf,Races of Faerûn,Medium,Humanoid,Elf,,,Half-Elf,Faerûnian,,
Common Oni,Oriental Adventures,Large,Giant,Spirit,"Temperate mountains, hills, plains, forests, and underground",7,Oni,Common,,
Common Orc,Fury in the Wastelands: The Orcs of Tellene,Medium,Humanoid,Orc,,,Orc,Tellenian,Common,
Common Raggamoffyn,Monster Manual II,Medium,Construct,,Any,3,Raggamoffyn,Common,,
Common Wight,Denizens of Darkness,Medium,Undead,,Any land and underground,4,Wight,Dread,Common,
Companion of Flame and Hate,Polyhedron #147,,Template,,Any land or underground,2,Companion of Flame and Hate,,,
Companion of Flame and Hate Lion,Polyhedron #147,Large,Animal,Fire,Any land or underground,5,Lion,Companion of Flame and Hate,,
Composite Undead Dire Wolf,Van Richten's Guide to the Walking Dead,Large,Undead,,,5,Composite Walking Dead,Dire Wolf,,
Composite Walking Dead,Van Richten's Guide to the Walking Dead,,Template,,Any land and underground,2,Composite Walking Dead,,,
Con-tinh,Oriental Adventures,,Undead,Spirit,,,Con-tinh,,,
Condor,Creature Catalogue,Large,Animal,,Temperate and warm mountains,1,Vulture,Condor,,
Contemplator,Monsters of the Void,Large,Aberration,,Asteroid,15,Contemplator,,,
Cooshee,"Bestiary of the Realms, Volume 1",Medium,Magical beast,,Temperate forest,3,Dog,Elven Hound,,
Copper Dragon,Monster Manual,Large,Dragon,Earth,"Temperate and warm desert, hill, mountains, and underground",13,Dragon,Metallic,Copper,Adult
"Copper Dragon, Ancient",Monster Manual,Huge,Dragon,Earth,"Temperate and warm desert, hill, mountains, and underground",21,Dragon,Metallic,Copper,Ancient
"Copper Dragon, Great Wyrm",Monster Manual,Gargantuan,Dragon,Earth,"Temperate and warm desert, hill, mountains, and underground",24,Dragon,Metallic,Copper,Great Wyrm
"Copper Dragon, Juvenile",Monster Manual,Medium,Dragon,Earth,"Temperate and warm desert, hill, mountains, and underground",8,Dragon,Metallic,Copper,Juvenile
"Copper Dragon,  Adult",Monster Manual,Huge,Dragon,Earth,"Temperate and warm desert, hill, mountains, and underground",15,Dragon,Metallic,Copper, Adult
"Copper Dragon, Old",Monster Manual,Huge,Dragon,Earth,"Temperate and warm desert, hill, mountains, and underground",18,Dragon,Metallic,Copper,Old
"Copper Dragon, Very Old",Monster Manual,Huge,Dragon,Earth,"Temperate and warm desert, hill, mountains, and underground",19,Dragon,Metallic,Copper,Very Old
"Copper Dragon, Very ",Monster Manual,Small,Dragon,Earth,"Temperate and warm desert, hill, mountains, and underground",4,Dragon,Metallic,Copper,Very 
"Copper Dragon, Wyrm",Monster Manual,Gargantuan,Dragon,Earth,"Temperate and warm desert, hill, mountains, and underground",22,Dragon,Metallic,Copper,Wyrm
"Copper Dragon, Wyrmling",Monster Manual,Tiny,Dragon,Earth,"Temperate and warm desert, hill, mountains, and underground",2,Dragon,Metallic,Copper,Wyrmling
"Copper Dragon, ",Monster Manual,Medium,Dragon,Earth,"Temperate and warm desert, hill, mountains, and underground",6,Dragon,Metallic,Copper,
"Copper Dragon,  Adult",Monster Manual,Large,Dragon,Earth,"Temperate and warm desert, hill, mountains, and underground",10,Dragon,Metallic,Copper, Adult
"Coraline, Werefox",Ravenloft Gazetteer: Volume I,,Shapechanger,,,11,Elf,Lycanthrope,Werefox,Coraline
Cornugon (Baatezu),Monster Manual,Large,Outsider,"Evil, Lawful",Any land and underground,10,Devil,Baatezu,Cornugon,
Corollax,Monster Manual II,Tiny,Magical Beast,,Warm forest,1/2,Corollax,,,
Corpse Barbarian,Book of Vile Darkness,Medium,Undead,,Any,4,Corpse,Human,,
Corpse Candle,Denizens of Darkness,Medium,Undead,Incorporeal,Any land and underground,6,Corpse Candle,,,
Corpse Creature,Book of Vile Darkness,,Template,,,1,Corpse,,,
Corpse Gatherer,Monster Manual II,Gargantuan,Undead,,Any land and underground,19,Corpse Gatherer,,,
Corpse Slime,Dragon #303,,Plant,,,5,Corpse Slime,,,
"Corrupt Rogue, Black Rogue",Diablo II: Diablerie,Medium,Humanoid,,,2,Corrupt Rogue,Black Rogue,,
"Corrupt Rogue, Dark Hunter",Diablo II: Diablerie,Medium,Humanoid,,,1/4,Corrupt Rogue,Dark Hunter,,
"Corrupt Rogue, Dark Stalker",Diablo II: Diablerie,Medium,Humanoid,,,1,Corrupt Rogue,Dark Stalker,,
"Corrupt Rogue, Flesh Hunter",Diablo II: Diablerie,Medium,Humanoid,,,4,Corrupt Rogue,Flesh Hunter,,
"Corrupt Rogue, Vile Hunter",Diablo II: Diablerie,Medium,Humanoid,,,1/2,Corrupt Rogue,Vile Hunter,,
Corrupted Creature,Book of Vile Darkness,,Template,,,,Corrupted,,,
Corrupted Wolf,Book of Vile Darkness,Medium,Aberration,,"Any forest, hill, plains, and mountains",2,Corrupted,Wolf,,
Corvana Vistani Darkling,Champions of Darkness,Medium,Humanoid,Vistani,Any land,4,Human,Vistani,Darkling,
Couatl,Monster Manual,Large,Outsider,"Good, Lawful",Warm forest,10,Couatl,,,
Coyote,Aldriv's Revenge,Medium,Animal,,,1/2,Coyote,,,
"Crab, Monstrous",Tome of Horrors,Medium,Vermin,Aquatic,Any aquatic,2,Crab,Monstrous,Medium,
Crabman,Creature Catalogue,Large,Monstrous Humanoid,Aquatic,"Temperate and warm forest, marsh, and underground",2,Yurian,,,
"Cranium Rat Swarm, Average Pack",Fiend Folio,Medium,Magical Beast,"Extraplanar, Swarm",Any land and underground (any Outer Plane),5,Cranium Rat,Average Pack,,
"Cranium Rat Swarm, Greater Pack",Fiend Folio,Medium,Magical Beast,"Extraplanar, Swarm",Any land and underground (any Outer Plane),11,Cranium Rat,Greater Pack,,
"Cranium Rat Swarm, Lesser Pack",Fiend Folio,Medium,Magical Beast,"Extraplanar, Swarm",Any land and underground (any Outer Plane),2,Cranium Rat,Lesser Pack,,
Crawling Claw,Monsters of Faerûn,Diminutive,Construct,,Any land and underground,1/3,Crawling Claw,,,
Crawling Head,Fiend Folio,Huge,Undead,,Any underground or desert,20,Crawling Head,,,
"Crayfish, Giant",Lands of Mystery,Medium,Animal,Aquatic,,1/2,Crayfish,Giant,,
"Crayfish, Monstrous",Tome of Horrors,Large,Vermin,Aquatic,Any aquatic,3,Crayfish,Giant,,
Crazed Minotaur Cultist,Battle Sheets!,Large,Monstrous Humanoid,,,4,Minotaur,Crazed Cultist,,
Creator Race,Dragon #303,Medium,Monstrous Humanoid,,Temperate and warm mountains and underground,9,Creator Race,,,
Creature Codex: The Ecology of the Sheet Phantom,Dragon #276,,,,,,Sheet Phantom,,,
Crested Feldrake,Dragon #285,Small,Dragon,,"Temperate plains, forest, and hill",1,Drake,Felldrake,Crested,
Crested Felldrake,Monster Manual II,Small,Dragon,,Any land and underground,1,Drake,Felldrake,Crested,
Crimson Bones,Denizens of Darkness,Medium,Undead,,Any land,2,Crimson Bones,,,
Crimson Death,Creature Catalogue,Medium,Aberration,,Temperate marsh,9,Crimson Death,,,
Crimson Worm,Harvest of Darkness,Huge,Beast,,,12,Crimson Worm,,,
Criosphinx,Monster Manual,Large,Magical Beast,,Warm forest,7,Sphinx,Criosphinx,,
Crocodile,Monster Manual,Medium,Animal,,Warm marsh and aquatic,2,Crocodile,,,
"Crocodile, Giant",Monster Manual,Huge,Animal,,Warm marsh and aquatic,4,Crocodile,Giant,,
Crone of Chaos,Vaults of Pandius,Medium,Monstrous Humanoid,,Any land,4,Crone of Chaos,,,
Cross-bow Battleloth,Dragon #306,Small,Outsider,Evil,Any land and underground,2,Yugoloth,Battleloth,Cross-bow,
Crossroads Guardian,Magic of Faerûn,Huge,Fey,Incorporeal,Any,7,Crossroads Guardian,,,
Crustaceous,"Bestiary of the Realms, Volume 1",,Template,,Any aquatic and underground,1,Crustaceous,,,
"Crustaceous, Troglodyte","Bestiary of the Realms, Volume 1",Medium,Monstrous Humanoid,Reptilian,Any aquatic and underground,2,Crustaceous,Troglodyte,,
Crustaid,"Bestiary of the Realms, Volume 1",Huge,Vermin,,Any aquatic (Isle of Evermeet),10,Crustaid,,,
Cryo Creature,Two Heads Are Better Than One… and Three Are Better Than Two,,,,,,Multiheaded,Cryo,,
Cryohydra,Monster Manual,Huge,Beast,Cold,Any marsh and underground,2,Hydra,Cryohydra,,
Cryonax (Prince of Evil Cold Creatures),Creature Catalogue,Gargantuan,Elemental,Cold,Any land and underground,17,Archomental,Cryonax,,
Crypt Cat,Denizens of Darkness,Tiny,Undead,,Any land and underground,1/3,Cat,Crypt,Dread,
Crypt Guardian,Tome of Horrors,Medium,Undead,,Any underground,5,Crypt Thing,Crypt Guardian,,
Crypt Spawn,Magic of Faerûn,,Template,,,9,Crypt Spawn,,,
Crypt Thing,Creature Catalogue,Medium,Undead,,Any underground,5,Crypt Thing,,,
Crysmal,Psionics Handbook,Small,Elemental,Earth,Any underground,3,Crysmal,,,
Crystal Beetle,Crystal Beetle Swarm,Medium,Vermin,Swarm,Any land and underground,6,Beetle,Crystal,Swarm,
Crystal Dragon,Monster Manual II,Huge,Dragon,Air,"Inner Planes, temperate and cold mountains",12,Dragon,Gem,Crystal,Adult
"Crystal Dragon, Ancient",Monster Manual II,Gargantuan,Dragon,Air,"Inner Planes, temperate and cold mountains",20,Dragon,Gem,Crystal,Ancient
"Crystal Dragon, Great Wyrm",Monster Manual II,Gargantuan,Dragon,Air,"Inner Planes, temperate and cold mountains",23,Dragon,Gem,Crystal,Great Wyrm
"Crystal Dragon, Juvenile",Monster Manual II,Large,Dragon,Air,"Inner Planes, temperate and cold mountains",7,Dragon,Gem,Crystal,Juvenile
"Crystal Dragon,  Adult",Monster Manual II,Huge,Dragon,Air,"Inner Planes, temperate and cold mountains",15,Dragon,Gem,Crystal, Adult
"Crystal Dragon, Old",Monster Manual II,Huge,Dragon,Air,"Inner Planes, temperate and cold mountains",17,Dragon,Gem,Crystal,Old
"Crystal Dragon, Very Old",Monster Manual II,Huge,Dragon,Air,"Inner Planes, temperate and cold mountains",18,Dragon,Gem,Crystal,Very Old
"Crystal Dragon, Very ",Monster Manual II,Medium,Dragon,Air,"Inner Planes, temperate and cold mountains",3,Dragon,Gem,Crystal,Very 
"Crystal Dragon, Wyrm",Monster Manual II,Gargantuan,Dragon,Air,"Inner Planes, temperate and cold mountains",21,Dragon,Gem,Crystal,Wyrm
"Crystal Dragon, Wyrmling",Monster Manual II,Small,Dragon,Air,"Inner Planes, temperate and cold mountains",2,Dragon,Gem,Crystal,Wyrmling
"Crystal Dragon, ",Monster Manual II,Medium,Dragon,Air,"Inner Planes, temperate and cold mountains",4,Dragon,Gem,Crystal,
"Crystal Dragon,  Adult",Monster Manual II,Large,Dragon,Air,"Inner Planes, temperate and cold mountains",10,Dragon,Gem,Crystal, Adult
Crystal Gargoyle,Psionic Bestiary: Crystal Gargoyle,Small,Magical Beast,Psionic,"Temperate and cold land, aquatic, and underground",4,Gargoyle,Crystal,,
Crystal Ooze,Tome of Horrors,Medium,Ooze,Aquatic,Any aquatic,4,Gray Ooze,Crystal Ooze,,
Crystal Screamer,Bastion of Broken Souls,Gargantuan,Magical Beast,,Any land or underground,16,Crystal Screamer,,,
Crystalle,Creature Catalogue,Huge,Elemental,Earth,Any land and underground,22,Archomental,Crystalle,,
Crystalline Cat,Dragon #304,Large,Fey,,Any land,4,Cat,Crystalline,,
Crystalline Dragon,Vaults of Pandius,Huge,Dragon,,Cold mountains and any arctic,18,Dragon,Mystaran,Crystal,Adult
"Crystalline Dragon, Ancient",Vaults of Pandius,Gargantuan,Dragon,,Cold mountains and any arctic,24,Dragon,Mystaran,Crystal,Ancient
"Crystalline Dragon, Great Wyrm",Vaults of Pandius,Gargantuan,Dragon,,Cold mountains and any arctic,27,Dragon,Mystaran,Crystal,Great Wyrm
"Crystalline Dragon, Juvenile",Vaults of Pandius,Large,Dragon,,Cold mountains and any arctic,11,Dragon,Mystaran,Crystal,Juvenile
"Crystalline Dragon,  Adult",Vaults of Pandius,Huge,Dragon,,Cold mountains and any arctic,20,Dragon,Mystaran,Crystal, Adult
"Crystalline Dragon, Old",Vaults of Pandius,Huge,Dragon,,Cold mountains and any arctic,21,Dragon,Mystaran,Crystal,Old
"Crystalline Dragon, Very Old",Vaults of Pandius,Huge,Dragon,,Cold mountains and any arctic,23,Dragon,Mystaran,Crystal,Very Old
"Crystalline Dragon, Very ",Vaults of Pandius,Medium,Dragon,,Cold mountains and any arctic,6,Dragon,Mystaran,Crystal,Very 
"Crystalline Dragon, Wyrm",Vaults of Pandius,Gargantuan,Dragon,,Cold mountains and any arctic,26,Dragon,Mystaran,Crystal,Wyrm
"Crystalline Dragon, Wyrmling",Vaults of Pandius,Small,Dragon,,Cold mountains and any arctic,4,Dragon,Mystaran,Crystal,Wyrmling
"Crystalline Dragon, ",Vaults of Pandius,Medium,Dragon,,Cold mountains and any arctic,9,Dragon,Mystaran,Crystal,
"Crystalline Dragon,  Adult",Vaults of Pandius,Large,Dragon,,Cold mountains and any arctic,16,Dragon,Mystaran,Crystal, Adult
Curst,Monsters of Faerûn,,Template,,,1,Curst,,,
Curst Human,Monsters of Faerûn,Medium,Undead,,Any land and underground,6,Curst,Human,,
Curupira,Book of Shadows,Medium,Shapechanger,,Warm deserts,5,Curupira,,,
Cyclops,Creature Catalogue,Huge,Giant,Earth,Temperate hills and mountains,10,Cyclops,Lesser,,
"Cyclops, Greater",Deities and Demigods,Huge,Giant,,Warm mountains,11,Cyclops,Greater,,
"Cyclops, Lesser",Deities and Demigods,Large,Giant,,Warm mountains,8,Cyclops,Lesser,,
