Name,Source,Size,Environment,CR,Classify 1,Classify 2,Classify 3
Constellate,Monstrous Compendium Spelljammer Appendix II,Gargantuan,Wildspace,,Constellate,,
"Construct, Stone, Caryatid Column",Greyhawk Ruins (WGR1),Medium,Any,,Caryatid Column,,
"Construct, Stone, Juggernaut",Greyhawk Ruins (WGR1),Large to Huge,Any,,Juggernaut,,
"Construct, Stone, Stone Guardian",Greyhawk Ruins (WGR1),Medium to Large,Any,,Stone Guardian,,
Contemplator,Monstrous Compendium Spelljammer Appendix II,Large,Asteroid,,Contemplator,,
Cooshee,Complete Book of Elves (PHBR8),Medium,Elven Lands,,Dog,Elven Hound,
Copper Automaton,Monstrous Compendium Al-Qadim Appendix (MC13),Medium,Ruins,,Automaton,Copper,
"Copper Automaton, Miniature",Al-Qadim: The Genie's Curse [Rule Book],Medium,Any/Ruins,,Automaton,Copper,Miniature
Copper Dragons,Campaign Option: Council of Wyrms,,,,Dragon,Metallic,Copper
Coral Worm,Monstrous Compendium Annual Volume Four,Large to Huge,Deep coastal water,,Coral Worm,,
"Coral, Brain",Monstrous Compendium Annual Volume Four,Small,Tropical tidal zone,,Coral,Brain,
"Coral, Death Coral",Nehwon (LNA2),Tiny,Coastal water,,Coral,Death,
"Coral, Giant Coral",Nehwon (LNA2),Large to Huge,Coastal to Deep Water,,Coral,Giant,
Cormanthor Aurumvorax,Elminster's Ecologies [Cormanthor],,,,Aurumvorax,Cormanthor,
Cormanthor Violet Fungus,Elminster's Ecologies [Cormanthor],,,,Fungus,Violet,Cormanthor
Corpse Candle,Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness,Medium,Ravenloft,,Corpse Candle,,
"Corrupt Rogue, Black Rogue",Diablo II: The Awakening,Medium,,,Corrupt Rogue,Black Rogue,
"Corrupt Rogue, Dark Hunter",Diablo II: The Awakening,Medium,,,Corrupt Rogue,Dark Hunter,
"Corrupt Rogue, Dark Stalker",Diablo II: The Awakening,Medium,,,Corrupt Rogue,Dark Stalker,
"Corrupt Rogue, Flesh Hunter",Diablo II: The Awakening,Medium,,,Corrupt Rogue,Flesh Hunter,
"Corrupt Rogue, Vile Hunter",Diablo II: The Awakening,Medium,,,Corrupt Rogue,Vile Hunter,
"Corrupt Rogues, Black Rogue",Diablo II Adventure Game,,,,Corrupt Rogue,Black Rogue,
"Corrupt Rogues, Dark Hunter",Diablo II Adventure Game,,,,Corrupt Rogue,Dark Hunter,
"Corrupt Rogues, Dark Stalker",Diablo II Adventure Game,,,,Corrupt Rogue,Dark Stalker,
"Corrupt Rogues, Vile Hunter",Diablo II Adventure Game,,,,Corrupt Rogue,Vile Hunter,
Couatl,1991 Trading Cards Factory Set,Large,,,Couatl,,
Counselor,Diablo II: The Awakening,Medium,,,Counselor,,
"Counselor, Advocate",Diablo II: The Awakening,Medium,,,Counselor,Advocate,
"Counselor, Cabalist",Diablo II: The Awakening,Medium,,,Counselor,Cabalist,
"Counselor, Magistrate",Diablo II: The Awakening,Medium,,,Counselor,Magistrate,
Coyaani,Terrors from Above,Medium,The Mist/any land,,Coyaani,,
Crab Swarm,Return to White Plume Mountain,Tiny,,,Crab,Swarm,
Crabman,1993 Trading Cards Factory Set,Medium to Large,,,Yurian,,
Crag Cat,Volo's Guide to the North,Medium to Large,,,Cat,Crag,
Cranium Rat,Planescape Campaign Setting [Monstrous Supplement],Tiny,Outer Planes,,Cranium Rat,,
Cranium Rats,Illithiad,,,,Cranium Rat,,
Crawler,"I, Tyrant",Large,,,Beholder Mount,Crawler,
Crawling Claw,Monstrous Manual,Tiny,Any,,Crawling Claw,,
Crawling Claws,Shadowdale (FRE1),Tiny,Any (guardian),,Crawling Claw,,
Crayghe (Elven Hawk),Dragon #269,Small,Any elven inhabited,,Hawk,Crayghe,
Creeping Spider,Terrors from Above,Medium/Tiny,Any non-arctic,,Spider,Creeping,
Crimson Bones,Shadow Rift,Medium,The Shadow Rift,,Crimson Bones,,
"Critter, Temple",Savage Coast Monstrous Compendium Appendix,Tiny,Any,,Temple Critter,,
Crocodile,Monstrous Compendium Volume Two,Large,Subtropical and tropical/Saltwater swamps and rivers,,Crocodile,,
"Crocodile, Giant",Monstrous Compendium Volume Two,Huge,Subtropical and tropical/Saltwater swamps and rivers,,Crocodile,Giant,
"Crocodilians, Brute",Dragon #268,Large,River beds,,Lizardfolk,Crocodilian,Brute
"Crocodilians, Master",Dragon #268,Medium,"Temples, cities",,Lizardfolk,Crocodilian,Master
Crodlu,Dark Sun Monstrous Compendium Appendix II: Terrors Beyond Tyr,Large,"Desert, scrub plains",,Crodlu,,
"Crodlu, Heavy",Dark Sun Monstrous Compendium Appendix II: Terrors Beyond Tyr,Large,"Sandy wastes, stony barrens",,Crodlu,Heavy,
Crone of Chaos,Mystara Monstrous Compendium Appendix,Medium,Any land,,Crone of Chaos,,
Crow (Familiar),1992 Trading Cards Factory Set,,,,Crow,Familiar,
"Crustacean, Giant, Giant Crab",Monstrous Compendium Volume Two,Large,Any seashore,,Crab,Monstrous,Large
"Crustacean, Giant, Giant Crayfish",Monstrous Compendium Volume Two,Large,Temperate/Freshwater rivers,,Crayfish,Giant,
Crustaid,Polyhedron #130,Gargantuan,Bodies of water around Evermeet,,Crustaid,,
Cryo Snake,Pools of Darkness [Adventurer's Journal],Large,,,Snake,Cryo,
Crypt Gnome,Book of Shadows,Small,Any Ravenloft/Graveyards,,Gnome,Crypt,
Crypt Kobold,Crypt of Lyzandred the Mad,Small,,,Kobold,Crypt,
Crypt Servant,City of Delights,Medium,Tombs,,Crypt Servant,,
Crypt Thing,1991 Trading Cards Factory Set,Medium,,,Crypt Thing,,
Crystal Dragons,Campaign Option: Council of Wyrms,,,,Dragon,Gem,Crystal
Crystal Golem,Dungeon #42,Medium,,,Golem,Crystal,
Crystal Skeletons,Dragon Annual #2,Medium,Any arctic or subarctic region,,Skeleton,Crystal,
Crystalle,Dragon #174,Large,Plane of Mineral,,Archomental,Crystalle,
Crystalmist,Monstrous Compendium Greyhawk Appendix,Tiny,Temperate and subtropical/Mountains,,Crystalmist,,
Cunnequine,Dragon #190,Large,Temperate/Woodlands,,Unicorn,Cunnequine,
Curotai,Wild Elves (DLS4),Large,Subterranean caverns,,Curotai,,
Cursed Dead,Black Flames (DSM1) [Service],Medium,Black Water Oasis,,Cursed Dead,,
Cursed One,Red Steel Savage Baronies [Book I: The Savage Baronies],Medium,Any,,Cursed One,,
Curst,City of Splendors,Medium,Any (prefer subterranean),,Curst,,
Cwn Annwn,Blood Spawn,Large,"Shadow World, Vosgaard",,Cwn Annwn,,
Cwn wybr,Dragon #158,,,,Hound,Hell,Cwn Wybr
Cyclopes,Legends & Lore,Huge,,,Cyclops,Greater,
"Cyclopes, Lesser",Legends & Lore,Huge,,,Cyclops,Lesser,
Cyclops,1992 Trading Cards Factory Set,Large,,,Cyclops,Cyclopskin,
"Cyclops, Desert",Al-Qadim: The Genie's Curse [Rule Book],Large,Any land,,Cyclops,Desert,
Cyclotosaurus,Dragon #176,Large,"Swamps, marshes, rivers",,Cyclotosaurus,,
Dabus,Planescape Campaign Setting [Monstrous Supplement],Medium,Sigil,,Dabus,,
Daegandal,Book of Magecraft,Medium,Any wilderness,,Garradalaigh,Daegandal,
Daemon Warrior,Chaos Spawn: A Chaos War Adventure,Medium,,,Daemon Warrior,,
Daemonlord,Chaos Spawn: A Chaos War Adventure,Large,Abyss (Krynn),,Daemonlord,,
Daggoran,Dark Sun: Shattered Lands [Rule Book],Medium,Wastelands/Tablelands,,Daggoran,,
Dagolar Slimes,Dark Sun: Shattered Lands [Rule Book],Medium,Subterranean,,Dagolar Slime,,
Dagorran,Dark Sun Monstrous Compendium Appendix II: Terrors Beyond Tyr,Medium,"Wastelands, tablelands",,Dagorran,,
Dakon,Dragon #187,Medium,Tropical/jungle,,Dakon,,
Dame Wither,Blood Enemies: Abominations of Cerilia,,,,Blooded,Dame Wither,
Dao,1992 Trading Cards Factory Set,Large,,,Genie,Dao,
Dark Creeper,Monstrous Compendium Fiend Folio Appendix (MC14),Small,"Temperate/Forest, mountains, subterranean",,Dark Ones,Dark Creeper,
Dark Elves,Player's Option: Skills & Powers,,,,Elf,Drow,
Dark Lords,Dragon #210,Medium,"Any, often subterranean",,Dark Lord,,
Dark Queen,Blood Spawn,Medium,,,Faerie,Unseelie,Dark Queen
Dark Spider,Dark Sun: Shattered Lands [Rule Book],Medium,Subterranean,,Spider,Dark,
Dark Stalker,Monstrous Compendium Fiend Folio Appendix (MC14),Medium,Temperate/Subterranean,,Dark Ones,Dark Stalker,
Dark Trees,Shining South (FR16),Huge,"Jungle, tropical",,Dark Tree,,
Darkangel,Terrors from Above,Medium,Any land,,Darkangel,,
Darken Owl,Rise of the Titans,Large,,,Owl,Giant,Darken
Darkenbeast,1991 Trading Cards Factory Set,Medium,,,Darkenbeast,,
Darkhood,Mystara Monstrous Compendium Appendix,Medium,Subterranean,,Darkhood,,
Darklight,Planescape Monstrous Compendium Appendix III,Medium,Quasiplane of Radiance (any),,Darklight,,
Darkling,1992 Trading Cards Factory Set,Medium,,,Darkling,,
"Darkling, Boem, Corvara",Book of Secrets,,,,Darkling,Boem,Corvara
"Darkling, Boem, Naiat",Book of Secrets,,,,Darkling,Boem,Naiat
"Darkling, Kaldresh, Equaar",Book of Secrets,,,,Darkling,Kaldresh,Equaar
"Darkling, Kaldresh, Kamii",Book of Secrets,,,,Darkling,Kaldresh,Kamii
"Darkling, Kaldresh, Vatraska",Book of Secrets,,,,Darkling,Kaldresh,Vatraska
"Darkling, Manusa, Canjar",Book of Secrets,,,,Darkling,Manusa,Canjar
"Darkling, Manusa, Zarovan",Book of Secrets,,,,Darkling,Manusa,Zarovan
Darklore,Hellbound: The Blood War [War Games: An Adventure Book],Large,Lower Planes,,Darklore,,
Darksider,Treasures of Greyhawk (WGR2),,,,Darksider,,
Darktentacles,Monstrous Compendium Annual Volume Two,Large to Huge,Any wetland,,Darktentacles,,
Darkweaver,Planescape Monstrous Compendium Appendix II,Medium,"Abyss, Limbo, Pandemonium",,Darkweaver,,
Darkwing,Mystara Monstrous Compendium Appendix,Medium,"Any cavern, mountain, hills, plains (night only)",,Darkwing,,
Darter,Monstrous Compendium Fiend Folio Appendix (MC14),Tiny,Temperate or tropical swamp,,Darter,,
"Datou, Swamp Druid Vampire",Dungeon #72,Medium,,,Vampire,Swamp Druid,Datou
Dawnspirit,Polyhedron #67,Medium,Any,,Dawnspirit,,
Dead Grass Snake,Elminster's Ecologies Appendix: Volume 1 [The Hill of Lost Souls],Small,,,Snake,Dead Grass,
Deadly Smog,"Wizard's Spell Compendium, Volume Four",,,,Deadly Smog,,
Death Dart,"Encyclopedia Magica, Volume I",,,,Animated Object,Death Dart,Larger
Death Kiss,"I, Tyrant",Huge,,,Beholder,Death Kiss,
Death Kiss Spawn,Dungeon #69,Tiny,,,Beholder,Death Kiss,Spawn
Death Knight,1991 Trading Cards Factory Set,Medium,,,Death Knight,,
"Death Linen, Flannel Beast",Dragon #252,Medium,Any (mostly indoors),,Death Linen,Flannel Beast,
"Death Linen, Killer Pillow",Dragon #252,Tiny to Medium,Any (mostly indoors),,Death Linen,Killer Pillow,
"Death Linen, Sheet",Dragon #252,Medium,Any (mostly indoors),,Death Linen,Sheet,
Death Minnow,Dragon #235,Tiny to Large,Ocean depths,,Death Minnow,,
Death Ox,Polyhedron #67,Large,Any temperate,,Death Ox,,
Death Shade,Skull & Crossbow (SJA2),N/A,Any (space or terrestrial),,Death Shade,,
Death Shark,Ruins of Undermountain [Undermountain Adventures],Large,,,Zombie,Shark,
Death Sheep,Dragon #156,Small to Medium,Temperate hill,,Sheep,Death,
Death Tyrant,"I, Tyrant",Large,,,Beholder,Death Tyrant,
"Death, Crimson",Monstrous Compendium Volume Three: Forgotten Realms Appendix,Medium,"Bogs, swamps",,Crimson Death,,
Death's Head Tree,Castles Forlorn [The Weeping Land],Huge,Temperate/any,,Death's Head Tree,,
Deathglow Moths,"Jakandor, Land of Legend",Small,Forest/mountain,,Deathglow Moth,,
Deathmare,Savage Coast Monstrous Compendium Appendix,Large,Any,,Deathmare,,
Deathmirror Beetle,Polyhedron #93,Tiny,Any (usually subterranean),,Beetle,Deathmirror,
Deathstrike (heavy tank),Tale of the Comet [Book 1: The Cast and Props],,,,Overseer,Attack Unit,Deathstrike (heavy tank)
Debbi,Monstrous Compendium Al-Qadim Appendix (MC13),Small,Tropical and subtropical/desert,,Debbi,,
Decapus,Mystara Monstrous Compendium Appendix,Medium,Any forest,,Decapus,,
"Decapus, Marine",Mystara Monstrous Compendium Appendix,,,,Decapus,Marine,
Deep Dragon,Monstrous Manual,Huge,"Hill and mountain caverns, subterranean",,Dragon,Chromatic,Purple
Deep Dwarves,Complete Book of Dwarves (PHBR6),,,,Dwarf,Deep,
Deep Glaurant,Mystara Monstrous Compendium Appendix,Large,Subterranean,,Deep Glaurant,,
Deep Gnome (Svirfneblin),Complete Book of Gnomes and Halflings (PHBR9),,,,Gnome,Svirfneblin,
Deep Gnomes,Player's Option: Skills & Powers,,,,Gnome,Svirfneblin,
Deepspawn,Dwarves Deep (FR11),Huge,Any/any,,Deepspawn,,
Defiling skeletons,Dragon #234,Medium,Any,,Skeleton,Obsidian,
Degenrate titans,Rise of the Titans,Large,,,Ogre Titan,Degenerate,
Deinosuchus,Dragon #187,Gargantuan,"Subtropical/tropical, freshwater",,Crocodile,Deinosuchus,
Delphinid,Monstrous Compendium Spelljammer Appendix,Large,Phlogiston flow,,Delphinid,,
Delphon,Planes of Conflict [Monstrous Supplement],Large,Oceanus,,Delphon,,
Delsmar,Terrors from Above,Medium,Any land,,Delsmar,,
Demarax,Planescape Monstrous Compendium Appendix II,Medium,Outlands or any Lawful plane,,Demarax,,
Demi-Elemental Lich,Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness,,,,Lich,Elemental,Demi-Elemental
Demon Rats,Dungeon #81,Small,,,Rat,Demon,
Demonic Sawfly,Dungeon #76,Medium,Temperate,,Demonic Sawfly,,
"Demonspawn, Greater",Terrors from Above,Large,Any (humanoid body),,Demonspawn,Greater,
"Demonspawn, Lesser",Terrors from Above,Large,Any (humanoid body),,Demonspawn,Lesser,
"Dendar, the Night Serpent",Polyhedron #118,Gargantuan,The Gray Waste,,Dendar the Night Serpent,,
Denizen,Waterdeep (FRE3),Medium/Large,Hades,,Denizen,,
Denzelian,Monstrous Compendium Fiend Folio Appendix (MC14),Large,Any subterranean,,Denzelian,,
Derro Mutants,Dungeon #81,Medium,,,Dwarf,Derro,Mutant
Desolation Giants,Dragon #256,Huge,,,Giant,Desolation,
Destroyer (light attack hovercraft),Tale of the Comet [Book 1: The Cast and Props],,,,Overseer,Attack Unit,Destroyer (light attack hovercraft)
Devete,Planescape Monstrous Compendium Appendix III,Medium,Astral Plane,,Devete,,
Devourer,Guide to the Ethereal Plane,Large,,,Devourer,,
Devourers,Fritz Leiber's Lankhmar,Large,Large urban areas,,Devourer,Nehwon,
Devouring Spiders,Book of Shadows,Tiny,Any non-arctic land,,Spider,Devouring,
Dhampir,Guide to Transylvania,Medium,Transylvania,,Dhampir,,
Dhaot,Dark Sun Monstrous Compendium Appendix II: Terrors Beyond Tyr,Medium,Any,,Dhaot,,
Dharculus,Gates of Firestorm Peak,Huge,Special,,Dharculus,,
Dharculus (Far Realm),Monstrous Compendium Annual Volume Four,Huge,Special,,Dharculus,,
Dharum Suhn,Planescape Monstrous Compendium Appendix III,Huge,Elemental Plane of Earth,,Dharum Suhn,,
Dhour,Guide to the Ethereal Plane,Large,,,Dhour,,
Dhrakoth the Corruptor,Dragon #260,Gargantuan,Mass grave sites/ancient tombs,,Dragon,Dhrakoth,
Diabolus,Mystara Monstrous Compendium Appendix,Medium,Any,,Diabolus,,
Diabolyk,Blood Enemies: Abominations of Cerilia,,,,Awnshegh,Diabolyk,
Diafrijas,Terrors from Above,N/A,Arctic,,Diafrijas,,
"Diakk, Carcene",Planes of Conflict [Monstrous Supplement],Medium,The Gray Waste,,Diakk,Carcene,
"Diakk, Varath",Planes of Conflict [Monstrous Supplement],Large,The Gray Waste,,Diakk,Varath,
Diamond Golem,Greyhawk Ruins (WGR1),,,,Golem,Diamond,Greyhawk
Dilophosaurus,Dragon #187,,,,Dinosaur,Dilophosaurus,
Dimensional Warper,Monstrous Compendium Forgotten Realms Appendix (MC11),Medium,Any,,Dimensional Warper,,
Diopsids,Dragon #267,,,,Diopsid,,
Dire Guard,"Priest's Spell Compendium, Volume One",,,,Baneguard,Direguard,
Dire Wolf,"Encyclopedia Magica, Volume I",,,,Wolf,Dire,
Director,"I, Tyrant",Huge,,,Beholder,Director,
Dirtwraith (Sargusian Fungus),Dragon #270,,"Vesve Forest, the Abyss",,Dirtwraith,,
Disenchanter,Monstrous Compendium Annual Volume Three,Large,Any,,Disenchanter,,
Disir,1991 Trading Cards Factory Set,Medium,,,Disir,,
Displacer Beast,1991 Trading Cards Factory Set,Large,,,Displacer Beast,,
Dispossessed,Blood Spawn,Medium,Shadow World,,Dispossessed,,
Divine Minion,Powers & Pantheons,Medium,"Desert, arid, cities, Outer Planes, where summoned",,Divine Minion,,
"Divine Minion, Baboon","Priest's Spell Compendium, Volume Three",,,,Divine Minion,Baboon,
"Divine Minion, Brown Bear","Priest's Spell Compendium, Volume Three",,,,Divine Minion,Brown Bear,
"Divine Minion, Cat, Wild","Priest's Spell Compendium, Volume Three",,,,Divine Minion,Cat,Wild
"Divine Minion, Cave Bear","Priest's Spell Compendium, Volume Three",,,,Divine Minion,Cave Bear,
"Divine Minion, Cobra, Giant","Priest's Spell Compendium, Volume Three",,,,Divine Minion,Cobra,Giant
"Divine Minion, Cow, Horned","Priest's Spell Compendium, Volume Three",,,,Divine Minion,Cow,Horned
"Divine Minion, Crocodile","Priest's Spell Compendium, Volume Three",,,,Divine Minion,Crocodile,
"Divine Minion, Crocodile, Giant","Priest's Spell Compendium, Volume Three",,,,Divine Minion,Crocodile,Giant
"Divine Minion, Hawk","Priest's Spell Compendium, Volume Three",,,,Divine Minion,Hawk,
"Divine Minion, Ibis","Priest's Spell Compendium, Volume Three",,,,Divine Minion,Ibis,
"Divine Minion, Jackal","Priest's Spell Compendium, Volume Three",,,,Divine Minion,Jackal,
"Divine Minion, Leopard","Priest's Spell Compendium, Volume Three",,,,Divine Minion,Leopard,
"Divine Minion, Lion","Priest's Spell Compendium, Volume Three",,,,Divine Minion,Lion,
"Divine Minion, Scorpion","Priest's Spell Compendium, Volume Three",,,,Divine Minion,Scorpion,
"Divine Minion, Snake, Giant","Priest's Spell Compendium, Volume Three",,,,Divine Minion,Snake,Giant
Dizantar,Monstrous Compendium Spelljammer Appendix,Large,Any space,,Dizantar,,
Djinni,1992 Trading Cards Factory Set,Large,,,Genie,Djinni,
Dobie,Dragon #206,Tiny,Temperate rural,,Dobie,,
Doc cu'o'c,Monstrous Compendium Kara-Tur Appendix,Medium,"Tropical, subtropical, and temperate plain, forest, hill and mountain",,Doc cu'o'c,,
"Doctor John, Alligator-Man",Dungeon #71,,,,Alligator-Man,,
Dog People,Maztica Campaign Set [A Journey to the True World],,,,Human,Maztican,Dog People
"Dog, Blink Dog",Monstrous Compendium Volume One,Medium,Temperate plains,,Dog,Blink,
"Dog, Bog Hound",Monstrous Compendium Annual Volume Two,Medium,Swamp,,Bog Hound,,
"Dog, Bog Hound, Moor Hound",Monstrous Compendium Annual Volume Two,Large,Swamp,,Bog Hound,Moor Hound,
"Dog, Death Dog",Monstrous Compendium Volume One,Medium,Warm deserts and subterranean,,Death Dog,,
"Dog, Moon",Monstrous Manual,Medium,Elysium and Prime,,Moon Dog,,
"Dog, Saluqi",Monstrous Compendium Annual Volume One,Small,Any arid land,,Dog,Saluqi,
"Dog, Saluqi, Jungle Hound",Monstrous Compendium Annual Volume One,,,,Dog,Saluqi,Jungle Hound
"Dog, Temporal",Monstrous Compendium Annual Volume Three,Medium,Demiplane of Time,,Dog,Temporal,
"Dog, War Dog",Monstrous Compendium Volume One,Medium,Any,,Dog,War,
"Dog, Wild Dog",Monstrous Compendium Volume One,Small,Any,,Dog,Wild,
Dohwar,Monstrous Compendium Spelljammer Appendix II,Small,Any,,Dohwar,,
Dolphin,Monstrous Compendium Volume Two,Medium,Any saltwater,,Dolphin,,
"Dolphin, Athasian",Monstrous Compendium Annual Volume Four,Medium,Ocean (The Last Sea),,Dolphin,Athasian,
Doom Guard,1992 Trading Cards Factory Set,Medium,,,Dread Guard,,
Doom Locusts,Book of Souls,Tiny,Any,,Locust,Doom,Swarm
Doomed,Tale of the Comet [Book 1: The Cast and Props],,,,Doomed,,
Doomsphere,"I, Tyrant",Medium,,,Beholder,Doomsphere,
Doomsphere (Ghost Beholder),Ruins of Myth Drannor,Medium,Any land,,Beholder,Doomsphere,
Doppelganger,1991 Trading Cards Factory Set,Medium to Large,,,Doppelganger,,
"Doppelganger, Greater",Monstrous Compendium Annual Volume Two,Medium to Large,Any,,Doppelganger,Greater,
"Doppelganger, Ravenloft",Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness,Medium,Any,,Doppelganger,Dread,
Doppleganger Plant,Monstrous Compendium Ravenloft Appendix,Gargantuan,"Any warm, temperate land",,Doppelganger Plant,,
"Doppleganger Plant, Podling",Monstrous Compendium Ravenloft Appendix,Medium,"Any warm, temperate land",,Doppelganger Plant,Podling,
"Doppleganger, Greater",City of Splendors,Medium to Large,Any,,Doppelganger,Greater,
"Doppleganger, Uran",Polyhedron #72,Medium,Any urban,,Doppelganger,Uran,
Dorvesh,Polyhedron #95,Large,Temperate hills or mountains,,Dorvesh,,
Dowagu,Black Courser (FRA2),Huge,Any,,Dowagu,,
Dracimera,Cult of the Dragon,Large,Any temperature to tropical,,Dracimera,,
Dracohydra,1992 Trading Cards Factory Set,Gargantuan,,,Dracohydra,,
Dracolich,1991 Trading Cards Factory Set,Gargantuan,,,Dracolich,,
Dracon,1992 Trading Cards Factory Set,Large,,,Dracon,,
"Draconian (proto-), Traag",Monstrous Compendium Dragonlance Appendix (MC4),Medium,Temperate plain or forest,,Draconian,Baaz,Traag
"Draconian, Aurak",Monstrous Compendium Dragonlance Appendix (MC4),Medium,"Any, except water",,Draconian,Aurak,
"Draconian, Baaz",Monstrous Compendium Dragonlance Appendix (MC4),Medium,"Any, but usually tropical, subtropical, and temperate/Forest, plain, and urban",,Draconian,Baaz,
