Name,Type,Family,Size,Source,Page #,Source Type,Ed.,CR,Notes
"Ogre mage, cereborg",?,Ogre,?,Dragon #349,71,Magazine,3.5,?,
"Ogre mage, umbramage",?,Ogre,?,Dragon #349,71,Magazine,3.5,?,
Uzollru,?,,?,Dragon #349,41,Magazine,3.5,?,
Alchemical undead,?,,?,Dragon #350,42,Magazine,3.5,?,
Arcane-blood (template),?,,Varies,Dragon #350,35,Magazine,3.5,Varies,
Copper horror,?,,?,Dragon #350,62,Magazine,3.5,?,
Corrupted (template),?,,Varies,Dragon #350,44,Magazine,3.5,Varies,
Poisonous (template),?,,Varies,Dragon #350,35,Magazine,3.5,Varies,
Stonebone (template),?,,Varies,Dragon #350,36,Magazine,3.5,Varies,
Toxic ooze,?,,?,Dragon #350,47,Magazine,3.5,?,
Simpathetic,?,,?,Dragon #351,53,Magazine,3.5,?,
Anophelii,?,,?,Dragon #352,50,Magazine,3.5,?,
Charnel custodian,?,,?,Dragon #352,78,Magazine,3.5,?,
Garuda,?,,?,Dragon #352,52,Magazine,3.5,?,
Grindylow,?,,?,Dragon #352,53,Magazine,3.5,?,
Handlinger,?,,?,Dragon #352,54,Magazine,3.5,?,
Inquisitor,?,,?,Dragon #352,80,Magazine,3.5,?,
Remade (template),?,,Varies,Dragon #352,45,Magazine,3.5,Varies,
Scabmettler,?,,?,Dragon #352,56,Magazine,3.5,?,
Skuz,?,,?,Dragon #352,80,Magazine,3.5,?,
Slake moth,?,,?,Dragon #352,58,Magazine,3.5,?,
Weaver,?,,?,Dragon #352,59,Magazine,3.5,?,
Wyrmen,?,,?,Dragon #352,61,Magazine,3.5,?,
Death devil,?,,?,Dragon #353,69,Magazine,3.5,?,
"Demon, incubus",?,Demon,?,Dragon #353,33,Magazine,3.5,?,
"Demon, lilitu radiant sister",?,Demon,?,Dragon #353,32,Magazine,3.5,?,
Harmonious choir of the words,?,,?,Dragon #353,64,Magazine,3.5,?,
Incubus,?,,?,Dragon #353,33,Magazine,3.5,?,
Jerul,?,,?,Dragon #353,69,Magazine,3.5,?,
Sliver,?,,?,Dragon #353,67,Magazine,3.5,?,
Umbral gloom,?,,?,Dragon #353,70,Magazine,3.5,?,
"Modron, duodrone",?,,?,Dragon #354,45,Magazine,3.5,?,
"Modron, monodrone",?,,?,Dragon #354,44,Magazine,3.5,?,
"Modron, pentadrone",?,,?,Dragon #354,46,Magazine,3.5,?,
"Modron, quadrone",?,,?,Dragon #354,45,Magazine,3.5,?,
Black beast of bedlam,?,,?,Dragon #355,33,Magazine,3.5,?,
Cave fisher,?,,?,Dragon #355,35,Magazine,3.5,?,
"Dragonfly, giant",?,,?,Dragon #355,36,Magazine,3.5,?,
Dungeon phantom,?,,?,Dragon #355,38,Magazine,3.5,?,
"Giant, rot giant",?,Giant,?,Dragon #355,40,Magazine,3.5,?,
"Golem, cannon golem",?,Golem,?,Dragon #355,42,Magazine,3.5,?,
Maedar,?,,?,Dragon #355,44,Magazine,3.5,?,
Obliviax,?,,?,Dragon #355,47,Magazine,3.5,?,
Scarecrow,Construct,,Medium,Dragon #355,49,Magazine,3.5,3,
Seedroach,?,,?,Dragon #355,52,Magazine,3.5,?,
"Slug, giant",?,,?,Dragon #355,54,Magazine,3.5,?,
Springheel,?,,?,Dragon #355,56,Magazine,3.5,?,
"Dragon, chromium",?,Dragon,?,Dragon #356,23,Magazine,3.5,?,
"Dragon, cobalt",?,Dragon,?,Dragon #356,25,Magazine,3.5,?,
"Dragon, iron",?,Dragon,?,Dragon #356,29,Magazine,3.5,?,
"Dragon, nickel",?,Dragon,?,Dragon #356,31,Magazine,3.5,?,
"Dragon, tungsten",?,Dragon,?,Dragon #356,33,Magazine,3.5,?,
Ivory champion,?,,?,Dragon #356,69,Magazine,3.5,?,
"Linnorm, sea",?,,?,Dragon #356,67,Magazine,3.5,?,
Beastwraith,?,,?,Dragon #357,44,Magazine,3.5,?,
Bloodlance,?,,?,Dragon #357,46,Magazine,3.5,?,
Caustic creeper,?,,?,Dragon #357,40,Magazine,3.5,?,
Deadwood revenant,?,,?,Dragon #357,48,Magazine,3.5,?,
"Demon, verakia",?,Demon,?,Dragon #357,31,Magazine,3.5,?,
"Plant companion, base",?,,?,Dragon #357,90,Magazine,3.5,?,
Rockhound,?,,?,Dragon #357,40,Magazine,3.5,?,
Shadestriker,?,,?,Dragon #357,42,Magazine,3.5,?,
ShiMonster Manualerwing,?,,?,Dragon #357,43,Magazine,3.5,?,
Verakia,?,,?,Dragon #357,31,Magazine,3.5,?,
Chaturani,?,Chaturani,?,Dragon #358,44,Magazine,3.5,?,
Chaturani bishop,?,Chaturani,?,Dragon #358,52,Magazine,3.5,?,
Chaturani king,?,Chaturani,?,Dragon #358,55,Magazine,3.5,?,
Chaturani knight,?,Chaturani,?,Dragon #358,50,Magazine,3.5,?,
Chaturani pawn,?,Chaturani,?,Dragon #358,48,Magazine,3.5,?,
Chaturani queen,?,Chaturani,?,Dragon #358,54,Magazine,3.5,?,
Chaturani rook,?,Chaturani,?,Dragon #358,53,Magazine,3.5,?,
Living freezing fog,?,Living spell,?,Dragon #358,76,Magazine,3.5,?,
Urquirsh,?,,?,Dragon #358,62,Magazine,3.5,?,
"Demon, manitou",?,Demon,?,Dragon #359,43,Magazine,3.5,?,
"Dragon, time",?,Dragon,?,Dragon #359,36,Magazine,3.5,?,
Manitou,?,,?,Dragon #359,43,Magazine,3.5,?,
Strahd's skeletal steed,?,,?,Dragon #359,69,Magazine,3.5,?,
"Tarrasque, advanced",?,,?,Dragon #359,93,Magazine,3.5,?,
"Feyr, greater",?,,?,Dragon Annual 2000,101,Magazine,3,?,
"Feyr, larval",?,,?,Dragon Annual 2000,100,Magazine,3,?,
"Feyr, lesser",?,,?,Dragon Annual 2000,100,Magazine,3,?,
Julajimus,?,,?,Dragon Annual 2000,33,Magazine,3,?,
Kurge,?,,?,Dragon Annual 2000,34,Magazine,3,?,
Rogue eidolon,?,,?,Dragon Annual 2000,36,Magazine,3,?,
Rotripper,?,,?,Dragon Annual 2000,37,Magazine,3,?,
Aspect of Bahamut,Dragon (extraplanar),,Huge,Dragon Magic,108,Supplement,3.5,12,
Aspect of Tiamat,Dragon (extraplanar),,Huge,Dragon Magic,110,Supplement,3.5,13,
Blazewyrm,Elemental (fire),,Large,Dragon Magic,111,Supplement,3.5,5,
Drakkensteed,Animal (dragonblood),,Large,Dragon Magic,113,Supplement,3.5,3,
Huitzil,Animal (dragonblood),,Tiny,Dragon Magic,114,Supplement,3.5,1/3,
Phynxkin,Animal (dragonblood),,Medium,Dragon Magic,116,Supplement,3.5,1,
"Phynxkin, dire",Animal (dragonblood),,Large,Dragon Magic,117,Supplement,3.5,4,
Redspawn berserker,Monstrous humanoid,,Large,Dragon Magic,118,Supplement,3.5,8,
Spelleater,Dragon,,Huge,Dragon Magic,119,Supplement,3.5,14,
Twilight guardian,Plant (dragonblood),,Large,Dragon Magic,121,Supplement,3.5,7,
Velroc,Dragon,,Large,Dragon Magic,123,Supplement,3.5,12,
Death knight (template),Undead,,Varies,Dragonlance Campaign Setting,212,Setting - Dragonlance,3.5,Varies,
"Draconian, aurak draconian",Dragon,Draconian,Medium,Dragonlance Campaign Setting,215,Setting - Dragonlance,3.5,9,
"Draconian, baaz draconian",Dragon,Draconian,Medium,Dragonlance Campaign Setting,217,Setting - Dragonlance,3.5,2,
"Draconian, bozak draconian",Dragon,Draconian,Medium,Dragonlance Campaign Setting,218,Setting - Dragonlance,3.5,4,
"Draconian, kapak draconian",Dragon,Draconian,Medium,Dragonlance Campaign Setting,219,Setting - Dragonlance,3.5,4,
"Draconian, sivak draconian",Dragon,Draconian,Large,Dragonlance Campaign Setting,221,Setting - Dragonlance,3.5,6,
Dragonspawn (template),Monstrous humanoid,,Varies,Dragonlance Campaign Setting,222,Setting - Dragonlance,3.5,Varies,
Fetch,"Outsider (chaotic, evil, extraplanar)",,Medium,Dragonlance Campaign Setting,223,Setting - Dragonlance,3.5,6,
Fireshadow,"Undead (Chaos, evil, extraplanar)",,Huge,Dragonlance Campaign Setting,225,Setting - Dragonlance,3.5,10,
Minotaur of Krynn,Humanoid (minotaur),,Medium,Dragonlance Campaign Setting,226,Setting - Dragonlance,3.5,1/2,
Shadowperson,Monstrous humanoid,,Medium,Dragonlance Campaign Setting,227,Setting - Dragonlance,3.5,2,
Skeletal warrior (template),Undead,Skeleton,Varies,Dragonlance Campaign Setting,229,Setting - Dragonlance,3.5,Varies,
Spectral minion (template),Undead,,Varies,Dragonlance Campaign Setting,230,Setting - Dragonlance,3.5,Varies,
Tarmak,Humanoid (human),,Medium,Dragonlance Campaign Setting,232,Setting - Dragonlance,3.5,1/2,
Thanoi (walrus-folk),Monstrous humanoid (cold),,Medium,Dragonlance Campaign Setting,232,Setting - Dragonlance,3.5,2,
Bluespawn stoneglider,"Monstrous humanoid (earth, Dragonblood)",,Medium,Dragons of Faerûn,105,Setting - Forggoten Realms,3.5,3,
Krathbairn,"Outsider (chaotic, Dragonblood, evil, Native)",,Medium,Dragons of Faerûn,106,Setting - Forggoten Realms,3.5,7,
Mercury dragon,Dragon (fire),,Varies,Dragons of Faerûn,138,Setting - Forggoten Realms,3.5,Varies,
Mist dragon,"Dragon (aquatic, water)",,Varies,Dragons of Faerûn,142,Setting - Forggoten Realms,3.5,Varies,
Redspawn birther,"Magical beast (Dragonblood, fire)",,Large,Dragons of Faerûn,108,Setting - Forggoten Realms,3.5,11,
Spectral creature (template),Undead (incorporeal),,Medium,Dragons of Faerûn,109,Setting - Forggoten Realms,3.5,Varies,
Steel dragon,Dragon (air),,Varies,Dragons of Faerûn,140,Setting - Forggoten Realms,3.5,Varies,
Adamantine spider,Construct,,Small,Drow of the Underdark,106,Supplement,3.5,3,
Bugbear,Humanoid,,Medium,Drow of the Underdark,120,Supplement,3.5,Varies,
Chwidencha,Aberration,,Large,Drow of the Underdark,108,Supplement,3.5,9,
Draegloth,Outsider (native),,Large,Drow of the Underdark,110,Supplement,3.5,5,
"Dragon, deep",Dragon (earth),Dragon,Varies,Drow of the Underdark,114,Supplement,3.5,Varies,
"Elf, albino drow (szarkai)",Humanoid (elf),Elf,Medium,Drow of the Underdark,118,Supplement,3.5,Varies,
Footpad lizard,Animal,,Large,Drow of the Underdark,133,Supplement,3.5,4,
Husk vermin (template),Undead,,Varies,Drow of the Underdark,126,Supplement,3.5,Varies,
Kuo-toa,Monstrous humanoid (aquatic),Kuo-toa,Medium,Drow of the Underdark,129,Supplement,3.5,Varies,
"Lizard, giant",Varies,,Varies,Drow of the Underdark,133,Supplement,3.5,Varies,
Quaggoth,Monstrous humanoid,,Medium,Drow of the Underdark,136,Supplement,3.5,3,
Quicksilver lizard,Animal,,Large,Drow of the Underdark,133,Supplement,3.5,2,
Shunned,Aberration,,Medium,Drow of the Underdark,140,Supplement,3.5,7,
"Spider, monstrous spider",Varies,,Varies,Drow of the Underdark,141,Supplement,3.5,Varies,
Spitting spider,Vermin,,Large,Drow of the Underdark,141,Supplement,3.5,5,
Subterranean lizard,Magical beast,,Large,Drow of the Underdark,134,Supplement,3.5,4,
Tangle terror,Vermin,,Medium,Drow of the Underdark,142,Supplement,3.5,8,
Troll,Varies,Troll,Varies,Drow of the Underdark,145,Supplement,3.5,Varies,
Venom ooze,Ooze,,Large,Drow of the Underdark,148,Supplement,3.5,12,
Vril,Humanoid,,Small,Drow of the Underdark,123,Supplement,3.5,Varies,
Widowmaker,Vermin,,Large,Drow of the Underdark,142,Supplement,3.5,10,
Draconic creature (template),Varies,,Varies,Dungeon #100,43,Magazine,3.5,Varies,
"Dragon, skeletal dragon (template)",Undead,Dragon,Varies,Dungeon #100,44,Magazine,3.5,Varies,
Kadtanach,Magical beast (extraplanar),,Colossal,Dungeon #100,94,Magazine,3.5,16,
Kr'y'izoth,Undead,,Varies,Dungeon #100,136,Magazine,3.5,Varies,
Tl'a'ikith,Undead,,Varies,Dungeon #100,138,Magazine,3.5,Varies,
Bazim-Gorag the Firebringer,"Outsider (chaotic, evil, extraplanar)",,Large,Dungeon #101,53,Magazine,3.5,21,
Selskar watchghost,"Undead (human, incorporeal)",,Medium,Dungeon #101,36,Magazine,3.5,10,
Draconic fingerlings,"Dragon (aquatic, swarm)",,Diminutive,Dungeon #102,61,Magazine,3.5,5,
"Baboon, scar baboon",Animal,,Medium,Dungeon #105,35,Magazine,3.5,1/2,
"Baboon, scar baboon, alpha",Animal,,Medium,Dungeon #105,35,Magazine,3.5,2,
Drowned one (template),Undead (water),,Varies,Dungeon #106,48,Magazine,3.5,Varies,
Sign of the Smoking Eye (template),As base creature,,Varies,Dungeon #107,68,Magazine,3.5,Varies,
"Zombie, Athasian zombie (template)",Undead,Zombie,Varies,Dungeon #110,50,Magazine,3.5,Varies,
Tarterian creature (template),As base creature,,Varies,Dungeon #111,65,Magazine,3.5,Varies,
"Demon, colchiln","Outsider (chaotic, evil, extraplanar, tanar'ri)",Demon,Small,Dungeon #112,96,Magazine,3.5,7,
"Demon, Kerzit the Guardian","Outsider (chaotic, extraplanar, evil, tanar'ri)",Demon,Large,Dungeon #112,96,Magazine,3.5,18,
"Demon, nabassu, juvenile (larval)","Outsider (chaotic, evil, extraplanar, tanar'ri)",Demon,Medium,Dungeon #112,98,Magazine,3.5,5,
"Demon, nabassu, mature","Outsider (chaotic, evil, extraplanar, tanar'ri)",Demon,Medium,Dungeon #112,98,Magazine,3.5,14,
Hetfish,"Magical beast (aquatic, fire, swarm)",,Tiny,Dungeon #112,100,Magazine,3.5,5,
Maurid (template),As base creature (maurid),,Varies,Dungeon #112,102,Magazine,3.5,Varies,
Shoosuva,Undead (extraplanar),,Large,Dungeon #112,102,Magazine,3.5,8,
Slow shadow,"Outsider (chaotic, cold, evil, incorporeal)",,Medium,Dungeon #112,104,Magazine,3.5,7,
Tyrg,Magical beast,,Large,Dungeon #112,106,Magazine,3.5,7,
"Zombie, totem zombie",Undead,Zombie,Medium,Dungeon #114,57,Magazine,3.5,1,
"Adimarchus, Demon Prince of Madness","Outsider (chaotic, evil, extraplanar, tanar'ri)",,Medium,Dungeon #116,61,Magazine,3.5,23,
Lichfiend (template),Undead,,Varies,Dungeon #116,57,Magazine,3.5,Varies,
"Gargoyle, Malgothian",Monstrous humanoid (earth),Gargoyle,Large,Dungeon #117,59,Magazine,3.5,8,
Memelith (template),Humanoid (augmented humanoid),,Varies,Dungeon #117,27,Magazine,3.5,Varies,
Flumph,Aberration,,Tiny,Dungeon #118,30,Magazine,3.5,1,
"Chaos beast, pandemonium beast","Outsider (chaotic, extraplanar)",,Huge,Dungeon #124,90,Magazine,3.5,17,
Hordling,"Outsider (chaotic, extraplanar, evil)",,Medium,Dungeon #124,97,Magazine,3.5,5,
"Hordling, dread gnasher","Outsider (chaotic, extraplanar, evil)",,Medium,Dungeon #124,100,Magazine,3.5,13,
"Hordling, skullreaver","Outsider (chaotic, extraplanar, evil)",,Medium,Dungeon #124,101,Magazine,3.5,17,
"Hordling, spittlemaw","Outsider (chaotic, extraplanar, evil)",,Medium,Dungeon #124,100,Magazine,3.5,11,
"Hordling, vulturewretch","Outsider (chaotic, extraplanar, evil)",,Medium,Dungeon #124,101,Magazine,3.5,15,
Seven-Headed Juggernaut,Construct,,Gargantuan,Dungeon #124,101,Magazine,3.5,18,
Wind warrior,"Elemental (air, extraplanar)",,Medium,Dungeon #124,47,Magazine,3.5,4,
Ebon aspect,Outsider (evil),,Large,Dungeon #125,47,Magazine,3.5,6,
Brass man,Construct (fire),,Medium,Dungeon #126,60,Magazine,3.5,5,
"Frog, killer",Animal,,Medium,Dungeon #126,60,Magazine,3.5,3,
"Golem, gear golem",Construct,Golem,Large,Dungeon #126,58,Magazine,3.5,10,
Kyuss spawnling,Undead (aquatic),Kyuss,Tiny,Dungeon #126,40,Magazine,3.5,1,
"Doppelganger, greater",Monstrous humanoid (shapechanger),,Medium,Dungeon #127,58,Magazine,3.5,9,
Flying fingers,Construct (swarm),,Diminutive,Dungeon #127,87,Magazine,3.5,3,
"Flying fingers, necromancer knuckles",Construct (swarm),,Diminutive,Dungeon #127,88,Magazine,3.5,4,
Hiveblood creature (template),Aberration (augmented),,Varies,Dungeon #127,31,Magazine,3.5,Varies,
Octopin,Aberration (augmented),,Medium,Dungeon #127,59,Magazine,3.5,6,
Froghemoth,Aberration (aquatic),,Huge,Dungeon #128,61,Magazine,3.5,13,
Chosen of Malar (template),As base creature,,Varies,Dungeon #129,87,Magazine,3.5,Varies,
"Demon, oculus","Outsider (chaotic, evil, extraplanar)",Demon,Medium,Dungeon #129,63,Magazine,3.5,13,
"Ghoul, true ghoul",Undead,,Medium,Dungeon #129,62,Magazine,3.5,3,
"Lycanthrope, blacktooth lycanthropy (template)",As base creature (shapechanger),Lycanthrope,Varies,Dungeon #129,75,Magazine,3.5,Varies,
"Beetle, eviscerator beetle (hound of Kyuss)",Undead,Kyuss,Large,Dungeon #130,83,Magazine,3.5,10,
Demonic caterpillar,"Magical beast (extraplanar, spirit)",,Colossal,Dungeon #130,41,Magazine,3.5,13,
Kyuss knight,Undead,Kyuss,Medium,Dungeon #130,84,Magazine,3.5,13,
"Naga, worm naga",Aberration,Naga,Large,Dungeon #130,88,Magazine,3.5,11,
Overworm,Magical beast,,Gargantuan,Dungeon #130,85,Magazine,3.5,15,
Soap swarm,"Construct (spirit, swarm)",,Diminutive,Dungeon #130,45,Magazine,3.5,4,
Sword of Kyuss,Undead,Kyuss,Medium,Dungeon #130,86,Magazine,3.5,10,
Wormcaller,Undead,,Medium,Dungeon #130,87,Magazine,3.5,10,
Wormswarm,Vermin (swarm),,Diminutive,Dungeon #130,89,Magazine,3.5,10,
Acidwraith,"Undead (incorporeal, water)",,Large,Dungeon #131,78,Magazine,3.5,16,
"Elemental, sickstone",Elemental (earth),Elemental,Huge,Dungeon #132,52,Magazine,3.5,10,
Olive slime,Ooze,,Small,Dungeon #132,55,Magazine,3.5,4,
"Olive slime, | slime creature",Ooze,,Varies,Dungeon #132,56,Magazine,3.5,Varies,
Wild watcher,Fey,,Medium,Dungeon #132,87,Magazine,3.5,19,
"Crow, giant",Magical beast,,Large,Dungeon #133,46,Magazine,3.5,2,
Raam,Giant,,Huge,Dungeon #133,85,Magazine,3.5,17,
"Beetle, giant scarab beetle",Magical beast,,Large,Dungeon #134,34,Magazine,3.5,2,
"Centipede, earthcancer centipede",Undead,,Gargantuan,Dungeon #134,86,Magazine,3.5,13,
Dragotha,Undead (fire),,Gargantuan,Dungeon #134,83,Magazine,3.5,27,
"Scorpion, mindkiller scorpion",Undead,,Huge,Dungeon #134,86,Magazine,3.5,18,
Thessalhydra,Aberration,,Huge,Dungeon #134,87,Magazine,3.5,15,
Thing from the Lake,Aberration (aquatic),,Huge,Dungeon #134,52,Magazine,3.5,11,
Wormdrake,Dragon,,Gargantuan,Dungeon #134,88,Magazine,3.5,20,
Broodfiend,Outsider (evil),,Huge,Dungeon #135,83,Magazine,3.5,20,
Kamadan,Magical beast,,Large,Dungeon #136,60,Magazine,3.5,8,
Obah-blessed creature (template),As base creature,,Varies,Dungeon #136,60,Magazine,3.5,Varies,
Scorned creature (template),As base creature,,Varies,Dungeon #136,61,Magazine,3.5,Varies,
Shensahti,Outsider (native),,Huge,Dungeon #136,64,Magazine,3.5,11,
"Eel, bilge",Animal (aquatic),,Huge,Dungeon #138,53,Magazine,3.5,9,
"Grue, mud","Elemental (earth, evil, extraplanar, water)",Grue,Medium,Dungeon #138,60,Magazine,3.5,2,
"Spider, hastendeath spider swarm",Vermin (swarm),,Diminutive,Dungeon #138,54,Magazine,3.5,10,
"Demon, soul demon","Outsider (chaotic, evil, extraplanar)",Demon,Medium,Dungeon #139,86,Magazine,3.5,14,
Rhagodessa,Vermin,,Medium,Dungeon #139,46,Magazine,3.5,2,
Savage creature (template),As base creature (chaotic),,Varies,Dungeon #140,47,Magazine,3.5,Varies,
Living shipwreck,Magical beast (aquatic),,Colossal,Dungeon #141,94,Magazine,3.5,18,
Masher,Animal (aquatic),,Huge,Dungeon #141,46,Magazine,3.5,6,
Mother of All,Plant (aquatic),,Huge,Dungeon #141,47,Magazine,3.5,8,
"Golem, Lemorian golem",Construct,Golem,Large,Dungeon #142,60,Magazine,3.5,10,
Verdigris wyrm,Construct,,Huge,Dungeon #142,94,Magazine,3.5,10,
Aspect of Zotzilaha,"Outsider (chaotic, evil, extraplanar, fire)",,Medium,Dungeon #143,58,Magazine,3.5,12,
Lemorian (template),Outsider,,Varies,Dungeon #143,58,Magazine,3.5,Varies,
Slithering tracker,Ooze,,Small,Dungeon #143,94,Magazine,3.5,4,
Bilewretch of Holashner,Aberration,,Huge,Dungeon #144,65,Magazine,3.5,13,
Neh-thalggu (brain collector),Aberration,,Large,Dungeon #144,63,Magazine,3.5,7,
Child of Sehan,Plant,,Medium,Dungeon #145,43,Magazine,3.5,8,
Deinosuchus,Animal,,Gargantuan,Dungeon #145,66,Magazine,3.5,15,
Skinwalker,Outsider (native),,Medium,Dungeon #145,84,Magazine,3.5,6,
"Demon, orlath","Outsider (chaotic, evil, extraplanar, shapechanger)",Demon,Large,Dungeon #146,74,Magazine,3.5,15,
Demodragon,Dragon (extraplanar),,Colossal,Dungeon #147,94,Magazine,3.5,21,
"Demon, belairon (filth demon)","Outsider (chaotic, evil)",Demon,Large,Dungeon #147,84,Magazine,3.5,14,
Tool swarm,Construct (swarm),,Tiny,Dungeon #147,29,Magazine,3.5,5,
Chokesnake,"Outsider (chaotic, evil, extraplanar, symbiont, tanar'ri)",,Tiny,Dungeon #148,82,Magazine,3.5,5,
"Shami-Amourae, Lady of Delights","Outsider (chaotic, evil, tanar'ri)",,Medium,Dungeon #148,84,Magazine,3.5,19,
Spirit of the wild,"Outsider (chaotic, extraplanar)",,Large,Dungeon #148,24,Magazine,3.5,6,
Webbird,Aberration,,Tiny,Dungeon #148,94,Magazine,3.5,1/2,
Black willow,Plant (shapechanger),,Huge,Dungeon #149,94,Magazine,3.5,10,
Charon,"Outsider (extraplanar, evil, yugoloth)",,Medium,Dungeon #149,83,Magazine,3.5,22,
"Half-ogre, verbeeg",Giant,,Medium,Dungeon #149,31,Magazine,3.5,5,
"Linnorm, stygian",Dragon (extraplanar),,Gargantuan,Dungeon #149,84,Magazine,3.5,16,
Malcanthet,"Outsider (chaotic, evil, extraplanar, tanar'ri)",,Medium,Dungeon #149,70,Magazine,3.5,28,
"Orcus, Prince of Undead","Outsider (chaotic, evil, tanar'ri)",,Large,Dungeon #149,56,Magazine,3.5,32,
Arendagrost,"Outsider (aquatic, chaotic, evil, tanar'ri)",,Gargantuan,Dungeon #150,99,Magazine,3.5,23,
"Beetle, oil beetle",Vermin,,Small,Dungeon #150,25,Magazine,3.5,2,
Demogorgon,"Outsider (aquatic, chaotic, evil, extraplanar, tanar'ri)",,Huge,Dungeon #150,91,Magazine,3.5,33,
Fiend-Sage of Rel Astra,"Outsider (chaotic, evil, extraplanar, tanar'ri)",,Large,Dungeon #150,122,Magazine,3.5,20,
Living crystal statue,Construct,,Medium,Dungeon #150,29,Magazine,3.5,2,
"Yugoloth, dergholoth","Outsider (evil, extraplanar, yugoloth)",Yugoloth,Large,Dungeon #150,124,Magazine,3.5,7,
Cauchimera,"Outsider (evil, extraplanar)",,Huge,Dungeon #151,,Magazine,3.5,13,
Dracolisk,Outsider (extraplanar),,Large,Dungeon #151,,Magazine,3.5,14,
"Ghast, lacedon ghast",Undead (aquatic),,Medium,Dungeon #151,,Magazine,3.5,3,
"Golem, tooth golem",Construct,Golem,Medium,Dungeon #151,,Magazine,3.5,10,
Gorgimera,Magical beast,,Large,Dungeon #151,,Magazine,3.5,9,
Pech,Fey (earth),,Small,Dungeon #151,,Magazine,3.5,3,
"Golem, iron golem, fire",Construct,Golem,Large,Dungeon #153,,Magazine,3.5,16,
"Golem, iron golem, frost",Construct,Golem,Large,Dungeon #153,,Magazine,3.5,16,
"Catfish, giant",Animal,,Large,Dungeon #82,80,Magazine,3,4,
Choke creeper,Plant,,Gargantuan,Dungeon #82,76,Magazine,3,1,
"Frog, monstrous",Animal,,Medium,Dungeon #82,82,Magazine,3,1,
"Leech, giant",Vermin,,Small,Dungeon #82,81,Magazine,3,1/2,
Faranth,Aberration,,Large,Dungeon #83,29,Magazine,3,2,
Half-ogre,Humanoid,,Medium,Dungeon #83,38,Magazine,3,1,
Millexium mouther,Aberration,,Small,Dungeon #83,94,Magazine,3,4,
Mountain goat,Animal,,Small,Dungeon #83,70,Magazine,3,1/4,
Ogrillon,Humanoid,,Medium,Dungeon #83,38,Magazine,3,1,
"Zombie, crawling hand",Undead,Zombie,Tiny,Dungeon #83,44,Magazine,3,1/6,
"Centipede, monstrous redspotted centipede",Vermin,,Large,Dungeon #84,113,Magazine,3,1 1/2,
"Demon, yochlol","Outsider (chaotic, evil)",Demon,Medium,Dungeon #84,57,Magazine,3,5,
"Ghost, Abyssal monstrous spider",Undead (incorporeal),,Huge,Dungeon #84,49,Magazine,3,8,
"Lycanthrope, winter werewolf (template)",Shapechanger,Lycanthrope,Large,Dungeon #84,134,Magazine,3,7,
Scarecrow,Construct,,Medium,Dungeon #84,87,Magazine,3,4,
"Spectre, chaos spectre",Undead (incorporeal),,Medium,Dungeon #84,30,Magazine,3,7,
"Spider, Abyssal armored monstrous spider",Vermin,,Gargantuan,Dungeon #84,47,Magazine,3,10,
"Spider, Abyssal monstrous spider",Vermin,,Large,Dungeon #84,41,Magazine,3,3,
Vampire rose bush,Plant,Vampire,Small,Dungeon #84,84,Magazine,3,1,
Yeti,Humanoid,,Large,Dungeon #84,130,Magazine,3,3,
Scarlet child (template),Plant,,Varies,Dungeon #85,66,Magazine,3,Varies,
Scarlet Lord (Xhagevoxhab),Plant (aquatic),,Colossal,Dungeon #85,66,Magazine,3,18,
"Draconian, baaz draconian",Monstrous humanoid,Draconian,Medium,Dungeon #86,38,Magazine,3,1,
Huecuva (template),Undead,,Varies,Dungeon #86,72,Magazine,3,Varies,
Kender,Humanoid (kender),,Small,Dungeon #86,39,Magazine,3,1/2,
"Leech, giant",Vermin,,Small,Dungeon #86,50,Magazine,3,1,
"Golem, ice golem",Construct (cold),Golem,Large,Dungeon #87,104,Magazine,3,13,
Mastodon,Animal,,Huge,Dungeon #87,106,Magazine,3,10,
"Paraelemental, ice paraelemental",Elemental (cold),Elemental,Varies,Dungeon #87,105,Magazine,3,Varies,
White pudding,Ooze,,Huge,Dungeon #87,96,Magazine,3,7,
"Griffon, two-headed",Beast,,Large,Dungeon #88,27,Magazine,3,4,
Chosen of Kostchtchie,Outsider (cold),,Large,Dungeon #89,57,Magazine,3,12,
Orcus (Demon Prince of Undead),"Outsider (evil, chaos)",,Large,Dungeon #89,64,Magazine,3,24,
